po_id,supplier_id,order_date,total_cost
876,695,2/5/2025,1447.73
877,267,2/5/2026,2996.81
878,468,2/24/2026,2134.75
879,632,4/20/2025,4079.3
880,243,3/21/2025,156311.76
881,253,9/1/2025,7921.31
882,735,1/14/2025,8694.57
883,55,11/21/2025,5536.63
884,404,6/13/2025,2697.34
885,363,3/5/2025,5947.19
886,816,6/16/2025,124844.09
887,905,6/15/2025,7686.17
888,146,6/14/2025,9788.34
889,17,1/6/2026,7015.71
890,910,5/3/2025,179196.84
891,36,3/25/2026,2463.91
892,523,2/18/2025,4610.65
893,345,3/30/2025,6552.32
894,264,8/25/2025,2916.49
895,718,1/17/2025,1663.62
896,378,4/15/2026,4169.99
897,103,3/17/2025,3274.32
898,364,5/18/2025,7943.48
899,40,5/2/2025,145088.84
900,182,11/10/2025,6803.85
901,540,1/31/2026,9834.96
902,826,9/11/2025,958.09
903,225,2/16/2025,3463.83
904,436,1/26/2026,5054.53
905,129,10/11/2025,199899.64
906,681,2/1/2026,185764.67
907,712,3/22/2026,2560.32
908,839,6/5/2025,194581.14
909,73,8/21/2025,124441.71
910,445,11/27/2025,7387.33
911,482,6/1/2025,513.9
912,855,5/20/2025,131599.42
913,339,3/1/2025,6291.24
914,467,8/23/2025,2447.26
915,523,1/30/2026,508.28
916,587,4/12/2025,198698.71
917,534,12/14/2025,8138.38
918,532,12/10/2025,115808.85
919,871,8/27/2025,3072.67
920,240,10/15/2025,4996.68
921,173,10/22/2025,7678.36
922,9,1/9/2026,1953.27
923,70,7/22/2025,2164.8
924,515,11/15/2025,7279.2
925,544,2/15/2026,128335.01
926,309,3/11/2025,2550.42
927,952,2/16/2026,2422.22
928,152,7/20/2025,1147.99
929,834,2/7/2025,124267.59
930,408,2/19/2026,5576.11
931,309,3/11/2026,7313.32
932,802,4/26/2025,1042.55
933,605,11/6/2025,5821.59
934,235,1/21/2026,9217.69
935,446,12/7/2025,145496.67
936,596,1/29/2026,2507.7
937,750,7/8/2025,4309.48
938,775,9/11/2025,105286.25
939,758,10/13/2025,192212.81
940,353,8/21/2025,2381.8
941,297,3/29/2025,5218.24
942,168,8/10/2025,3998.69
943,390,7/22/2025,6434.13
944,342,8/9/2025,127566.16
945,88,4/20/2025,8822.13
946,942,12/8/2025,4192.78
947,621,12/19/2025,1681.55
948,981,4/19/2025,199575.64
949,51,10/23/2025,5614.43
950,982,10/5/2025,6208.37
951,935,2/1/2025,114346.13
952,622,1/14/2025,7539.59
953,592,4/4/2026,9588.15
954,117,9/10/2025,186617.78
955,389,3/26/2025,8932.34
956,967,11/26/2025,128932.53
957,948,4/25/2025,6201.91
958,688,1/6/2026,1529.58
959,59,4/16/2026,8898.47
960,613,8/21/2025,1494.43
961,98,1/31/2026,121852.65
962,566,11/6/2025,7937.75
963,423,3/9/2026,5419.25
964,261,5/31/2025,116389.46
965,275,4/7/2026,1059.02
966,347,3/21/2026,110185.34
967,127,1/16/2026,2795.45
968,136,4/21/2025,120843.59
969,357,2/28/2026,7408.4
970,346,4/11/2026,4587.07
971,260,4/5/2025,4357.44
972,894,4/12/2025,9104.78
973,909,3/16/2026,7774.98
974,953,4/9/2025,101522.23
975,146,1/21/2026,8334.16
976,464,4/5/2026,2858.67
977,959,7/30/2025,169908.01
978,353,5/23/2025,3946.21
979,812,2/13/2025,165032.65
980,17,1/17/2025,8960.11
981,653,9/11/2025,1984.82
982,57,1/29/2025,137971.53
983,404,9/3/2025,9935.81
984,425,4/9/2026,107738.68
985,649,1/30/2026,162236.51
986,821,1/29/2026,143102.61
987,383,10/13/2025,4288.25
988,113,5/21/2025,101755.48
989,392,11/28/2025,7137.37
990,85,3/17/2025,8691.04
991,174,11/7/2025,9772.38
992,206,10/19/2025,196297.38
993,479,1/12/2026,3466.73
994,742,8/8/2025,7274.72
995,896,3/23/2025,180615.0
996,972,5/3/2025,191546.4
997,686,12/9/2025,172972.1
998,35,5/3/2025,5058.02
999,941,11/24/2025,1911.77
1000,253,2/25/2026,5924.61
