id,po_id,product_id,quantity,unit_cost
1085,166,352,102,236.97
1086,166,97,192,165.32
1087,166,494,239,1923.75
1088,166,86,249,1947.61
1089,166,106,212,2772.53
1090,166,355,243,1732.39
1091,166,152,209,2260.82
1092,166,338,242,904.2
1093,166,356,26,542.87
1094,166,444,18,446.74
1095,167,355,100,4751.11
1096,167,117,264,1995.49
1097,167,463,101,4046.72
1098,167,341,73,434.43
1099,167,141,158,599.49
1100,167,246,186,933.25
1101,168,337,101,1393.31
1102,168,64,71,432.84
1103,168,282,173,2167.04
1104,168,24,99,161.06
1105,168,66,201,2436.44
1106,168,477,13,3261.94
1107,168,160,113,1667.93
1108,169,372,191,4793.55
1109,169,408,85,4443.22
1110,169,326,32,1069.04
1111,169,59,56,2444.17
1112,169,331,152,2243.62
1113,169,382,262,1059.86
1114,169,68,213,2830.85
1115,169,115,233,3472.64
1116,169,210,206,3738.62
1117,169,489,284,953.77
1118,170,170,127,4692.37
1119,170,308,124,2994.61
1120,170,301,105,3118.32
1121,171,121,257,3671.51
1122,171,59,177,3586.92
1123,171,111,81,2248.42
1124,171,166,260,2124.08
1125,171,289,179,2044.05
1126,171,425,24,2623.64
1127,171,187,227,1649.23
1128,171,491,33,2391.48
1129,172,478,270,1138.51
1130,172,483,63,2382.06
1131,172,162,67,2714.17
1132,172,477,272,4364.49
1133,172,295,162,2010.87
1134,172,221,293,3743.96
1135,172,278,88,1832.03
1136,172,120,232,1064.39
1137,172,134,280,4303.34
1138,173,446,292,153.06
1139,173,154,175,2575.2
1140,173,72,108,2607.99
1141,174,276,110,2483.51
1142,174,423,15,1127.45
1143,174,336,151,2180.0
1144,175,205,265,2242.5
1145,175,31,295,4225.64
1146,175,249,124,3920.71
1147,175,206,54,4008.62
1148,175,429,88,978.84
1149,175,274,116,4138.18
1150,175,495,206,1123.53
1151,176,169,244,4683.39
1152,176,271,13,3699.8
1153,176,170,138,214.09
1154,176,212,254,4423.92
1155,176,286,52,3078.43
1156,176,362,181,318.74
1157,176,269,153,1503.89
1158,176,90,253,2068.37
1159,176,341,284,1093.5
1160,176,96,286,1683.16
1161,177,170,272,4269.79
1162,177,16,212,4836.81
1163,177,84,293,2383.44
1164,177,268,159,3257.14
1165,177,362,196,1391.45
1166,177,422,216,4993.36
1167,177,416,48,3838.57
1168,177,97,46,2732.18
1169,177,463,268,4098.5
1170,177,86,71,565.44
1171,178,472,243,3194.99
1172,178,65,192,4984.69
1173,178,193,99,2819.17
1174,178,336,107,1395.44
1175,178,314,157,1408.31
1176,179,213,23,2470.66
1177,179,397,33,990.8
1178,179,172,115,589.87
1179,179,423,47,3955.57
1180,180,284,217,524.36
1181,180,232,247,1822.56
1182,180,49,135,2472.97
1183,180,293,134,3910.13
1184,180,335,208,4692.3
1185,180,298,251,4640.93
1186,181,293,13,859.08
1187,181,240,47,136.59
1188,181,350,180,4321.69
1189,181,361,21,853.78
1190,181,360,117,607.0
1191,181,30,294,3776.85
1192,181,385,31,4770.24
1193,181,336,281,356.69
1194,182,435,10,4255.29
1195,182,28,269,3902.48
1196,182,33,63,4906.45
1197,183,137,151,4519.02
1198,183,263,175,1155.31
1199,183,484,55,3744.59
1200,183,34,160,2144.25
1201,184,469,257,2674.65
1202,184,106,269,4526.84
1203,184,29,141,4382.95
1204,184,420,108,3973.39
1205,184,48,137,4760.66
1206,184,400,170,3961.31
1207,184,218,238,1809.65
1208,184,315,251,1624.78
1209,184,106,172,186.94
1210,184,490,229,573.05
1211,185,104,231,3862.47
1212,185,271,56,3730.3
1213,185,281,156,2702.95
1214,185,417,218,3362.95
1215,185,124,149,2321.73
1216,185,371,217,4712.78
1217,185,492,155,1335.11
1218,185,443,102,4494.36
1219,185,318,192,1655.88
1220,186,164,228,212.1
1221,186,207,81,2599.55
1222,186,72,118,2171.35
1223,187,453,58,1798.56
1224,187,410,94,2496.18
1225,187,432,245,4900.8
1226,187,468,39,239.17
1227,188,16,103,3122.6
1228,188,194,56,4936.56
1229,188,245,219,98.9
1230,188,416,134,333.81
1231,188,207,270,3193.64
1232,188,134,126,1286.2
1233,189,409,286,1451.49
1234,189,99,64,803.04
1235,189,457,126,470.58
1236,189,21,255,1301.59
1237,189,96,118,3547.85
1238,189,308,197,3522.57
1239,189,387,271,1653.78
1240,189,268,91,2897.35
1241,189,165,121,2505.51
1242,190,17,156,893.4
1243,190,52,149,3714.96
1244,190,435,239,3199.42
1245,191,10,84,2128.89
1246,191,368,99,2853.26
1247,191,389,27,4083.06
1248,191,416,127,2238.73
1249,191,116,186,724.22
1250,191,97,103,1818.7
1251,191,159,89,1686.76
1252,192,162,23,4670.91
1253,192,57,86,2409.24
1254,192,496,38,1718.51
1255,192,232,34,1191.62
1256,192,409,181,1730.5
1257,192,43,145,3323.3
1258,192,426,248,3605.41
1259,192,223,102,1875.05
1260,193,71,242,4696.36
1261,193,444,106,3115.59
1262,193,343,168,1042.15
1263,193,442,188,4910.86
1264,193,1,75,2494.8
1265,193,213,96,3085.49
1266,193,172,287,351.76
1267,194,38,255,633.43
1268,194,393,230,3109.43
1269,194,50,183,681.25
1270,195,78,244,3327.9
1271,195,254,56,1059.63
1272,195,153,36,2200.29
1273,195,446,76,4751.3
1274,195,235,146,714.74
1275,195,433,58,784.37
1276,195,88,113,1634.15
1277,196,67,122,112.31
1278,196,257,255,3936.5
1279,196,245,76,1225.51
1280,197,250,281,1891.91
1281,197,311,300,3381.11
1282,197,382,242,947.03
1283,197,39,19,289.24
1284,197,134,20,4056.54
1285,197,166,31,952.9
1286,197,399,181,1173.32
1287,197,272,210,4478.19
1288,198,56,82,1311.39
1289,198,456,270,4986.33
1290,198,228,61,71.66
1291,198,210,222,3579.4
1292,198,370,78,3003.32
1293,198,268,65,595.84
1294,198,101,145,2463.8
1295,198,236,193,4722.59
1296,199,222,126,667.26
1297,199,102,28,2778.82
1298,199,155,147,4204.91
1299,199,355,239,4119.56
1300,199,351,103,2678.49
1301,200,9,60,3523.08
1302,200,448,95,1581.47
1303,200,498,82,4082.14
1304,200,163,252,2686.79
1305,200,231,30,486.81
1306,200,75,152,1238.42
1307,200,67,251,842.18
1308,200,374,260,4734.26
1309,200,279,217,2294.09
1310,200,46,261,729.24
1311,201,29,196,4685.45
1312,201,236,196,340.22
1313,201,186,176,2451.28
1314,202,423,127,358.93
1315,202,425,71,1542.41
1316,202,99,212,3777.16
1317,202,151,235,661.63
1318,202,342,47,1164.1
1319,202,97,60,2219.03
1320,202,68,36,1172.4
1321,202,291,155,2025.02
1322,203,79,231,4161.52
1323,203,320,218,2808.61
1324,203,464,233,2984.07
1325,203,460,32,1700.66
1326,203,499,15,4332.71
1327,203,94,292,4493.8
1328,203,60,67,3337.94
1329,203,230,257,2708.86
1330,203,166,139,443.92
1331,204,121,233,93.38
1332,204,458,190,2298.0
1333,204,270,75,2853.05
1334,204,259,194,3781.49
1335,204,44,133,1478.35
1336,204,57,150,2439.03
1337,204,390,176,2922.19
1338,204,103,98,774.25
1339,204,413,10,1119.51
1340,205,441,284,1667.07
1341,205,60,259,1905.14
1342,205,176,26,1953.51
1343,205,67,113,1615.96
1344,205,374,143,1881.43
1345,205,482,176,4961.0
1346,205,433,107,2958.65
1347,206,416,143,1331.02
1348,206,393,231,3869.49
1349,206,163,38,366.67
1350,207,118,210,4406.79
1351,207,465,106,3053.53
1352,207,85,40,1122.66
1353,207,405,195,2993.65
1354,207,290,57,3535.11
1355,207,493,201,4969.83
1356,207,123,197,3843.97
1357,207,272,58,2150.7
1358,207,56,155,1000.37
1359,208,327,86,3406.97
1360,208,40,26,352.2
1361,208,203,131,1608.41
1362,208,97,292,4934.9
1363,208,309,61,1428.75
1364,208,42,299,4441.68
1365,208,1,98,2766.54
1366,209,180,16,405.97
1367,209,273,89,4909.52
1368,209,218,276,3756.53
1369,209,53,63,2714.76
1370,209,6,30,4806.68
1371,209,136,84,4402.44
1372,209,131,274,4858.69
1373,209,457,217,1030.92
1374,209,451,81,1636.25
1375,209,144,241,2266.65
1376,210,231,103,3313.79
1377,210,117,270,1078.36
1378,210,268,205,2849.6
1379,210,46,108,3941.77
1380,210,425,262,3009.03
1381,210,34,102,4366.33
1382,210,441,209,984.71
1383,210,11,195,1287.42
1384,210,142,217,553.46
1385,210,30,41,2578.44
1386,211,41,165,1880.38
1387,211,329,142,3738.35
1388,211,489,273,451.37
1389,211,364,101,255.96
1390,211,51,48,714.91
1391,212,268,48,2518.5
1392,212,270,160,3895.5
1393,212,79,181,3046.94
1394,212,31,105,443.82
1395,213,316,213,3039.82
1396,213,273,197,1155.58
1397,213,31,193,706.0
1398,213,187,197,471.07
1399,214,33,192,2070.95
1400,214,245,296,1800.95
1401,214,173,192,2945.11
1402,214,246,43,1450.47
1403,214,148,91,1623.74
1404,215,397,215,4889.0
1405,215,71,119,2284.79
1406,215,389,18,3411.83
1407,215,226,49,1772.62
1408,216,225,41,987.03
1409,216,277,235,621.87
1410,216,234,119,594.33
1411,216,250,272,241.8
1412,217,162,195,2270.89
1413,217,157,30,2827.37
1414,217,285,294,3989.0
1415,217,202,38,518.53
1416,217,326,52,3118.95
1417,218,441,150,1189.22
1418,218,456,56,600.06
1419,218,307,157,4218.49
1420,218,401,271,1843.79
1421,219,91,193,3212.37
1422,219,366,247,2149.17
1423,219,62,17,4939.67
1424,219,223,121,3329.12
1425,219,456,192,1837.64
1426,219,296,261,3864.51
1427,219,112,47,607.24
1428,219,249,130,982.08
1429,220,194,262,1232.95
1430,220,284,91,4002.73
1431,220,344,63,3071.55
1432,220,80,83,3049.18
1433,221,421,264,1079.15
1434,221,404,134,3418.71
1435,221,443,100,3574.12
1436,222,173,113,1185.55
1437,222,84,28,3282.39
1438,222,351,145,2046.3
1439,222,164,243,2935.54
1440,222,422,150,3777.93
1441,222,270,41,4473.49
1442,222,351,193,4933.34
1443,223,408,174,4258.18
1444,223,304,174,4505.66
1445,223,61,38,2400.12
1446,223,123,234,2642.12
1447,223,224,240,855.26
1448,223,219,299,4417.43
1449,223,189,128,762.31
1450,223,89,288,1345.32
1451,223,386,193,2018.89
1452,223,382,148,3519.88
1453,224,253,105,4384.22
1454,224,311,211,3198.24
1455,224,178,290,1350.4
1456,224,262,33,402.05
1457,224,420,152,1821.0
1458,224,463,72,3309.83
1459,224,165,161,4926.64
1460,224,455,99,4298.45
1461,224,486,196,4485.19
1462,224,192,149,1319.36
1463,225,114,143,2534.46
1464,225,415,30,573.12
1465,225,253,79,3756.42
1466,226,83,224,2548.5
1467,226,325,248,619.65
1468,226,190,166,224.3
1469,226,303,278,4851.4
1470,226,255,174,2710.38
1471,226,61,185,2241.87
1472,226,158,54,4853.48
1473,227,156,36,1878.51
1474,227,233,141,1826.33
1475,227,92,175,2825.2
1476,227,395,223,1052.56
1477,227,334,247,3213.01
1478,227,489,148,603.43
1479,228,254,157,1201.65
1480,228,309,35,485.68
1481,228,207,149,1041.43
1482,228,498,252,1060.25
1483,229,424,265,4750.2
1484,229,387,186,1582.66
1485,229,350,193,90.5
1486,229,151,107,2450.03
1487,229,485,149,4798.66
1488,230,11,121,4446.37
1489,230,449,294,674.2
1490,230,36,18,274.1
1491,230,422,200,3116.14
1492,230,49,68,3050.63
1493,230,39,169,1557.52
1494,230,497,152,488.69
1495,230,58,155,3573.77
1496,230,114,262,4656.58
1497,230,50,222,1804.02
1498,231,414,35,1222.03
1499,231,472,295,412.41
1500,231,356,245,3633.37
1501,232,29,15,4542.38
1502,232,261,196,429.05
1503,232,237,133,2897.32
1504,232,226,283,2496.15
1505,232,442,179,4391.99
1506,233,462,169,3530.26
1507,233,354,48,2941.82
1508,233,310,288,2849.56
1509,233,35,218,393.7
1510,233,394,81,2393.66
1511,233,70,148,2017.26
1512,233,252,115,346.26
1513,233,54,113,3557.61
1514,233,272,264,4247.99
1515,233,230,67,3629.95
1516,234,149,237,3005.61
1517,234,65,75,4010.18
1518,234,268,21,2154.74
1519,234,275,124,4751.33
1520,234,102,143,401.09
1521,234,73,282,1463.52
1522,234,59,98,531.46
1523,234,334,117,2360.23
1524,234,234,246,1317.88
1525,235,272,246,3769.47
1526,235,402,98,804.46
1527,235,378,269,136.83
1528,235,476,274,1421.85
1529,236,408,235,182.77
1530,236,304,183,863.03
1531,236,5,242,3471.43
1532,237,305,162,2236.75
1533,237,346,161,170.28
1534,237,405,38,3732.9
1535,237,277,213,348.71
1536,238,332,68,4213.66
1537,238,373,300,3289.79
1538,238,457,237,4019.26
1539,238,58,254,3549.82
1540,238,51,146,4634.2
1541,238,432,231,1727.93
1542,238,130,251,3300.5
1543,238,392,187,4772.26
1544,238,160,289,765.99
1545,238,126,244,4572.63
1546,239,333,23,2457.68
1547,239,331,12,3326.34
1548,239,458,54,3920.69
1549,240,431,232,246.96
1550,240,133,104,619.64
1551,240,64,175,780.31
1552,240,401,41,2396.31
1553,240,312,113,1262.91
1554,240,10,45,332.5
1555,240,249,117,4113.72
1556,241,178,135,576.97
1557,241,98,270,2672.89
1558,241,428,180,4189.04
1559,241,203,34,1554.17
1560,241,112,268,3532.28
1561,241,156,244,187.88
1562,241,245,22,763.74
1563,241,254,270,3573.28
1564,241,248,291,4818.43
1565,242,240,295,1145.92
1566,242,52,66,4058.73
1567,242,327,284,2928.41
1568,242,267,53,4998.74
1569,242,255,213,3263.32
1570,242,28,40,4087.53
1571,242,226,183,1857.8
1572,242,112,298,4078.85
1573,242,108,146,581.17
1574,242,143,138,1814.47
1575,243,21,229,694.84
1576,243,206,118,3878.96
1577,243,457,60,1770.56
1578,243,293,175,4817.01
1579,243,368,72,969.39
1580,243,290,91,3091.09
1581,243,92,182,1096.1
1582,243,221,199,2717.26
1583,244,337,55,2195.61
1584,244,90,262,412.82
1585,244,429,215,1606.39
1586,245,258,10,1830.68
1587,245,113,240,4046.81
1588,245,322,45,4612.13
1589,245,211,49,414.38
1590,245,344,296,4551.36
1591,245,145,221,3004.79
1592,245,84,100,3904.99
1593,245,243,163,729.46
1594,245,143,141,3326.57
1595,245,149,283,1642.27
1596,246,148,113,2049.8
1597,246,86,124,1325.3
1598,246,450,47,4653.91
1599,247,8,38,3616.72
1600,247,313,157,4087.45
1601,247,496,102,2820.74
1602,247,89,252,4747.66
1603,247,288,105,1633.61
1604,248,309,38,2290.0
1605,248,459,268,586.59
1606,248,117,137,1052.62
1607,249,128,221,388.25
1608,249,343,146,4646.91
1609,249,70,170,2497.8
1610,249,465,87,1484.72
1611,249,329,83,1194.95
1612,249,404,155,915.79
1613,250,80,57,153.24
1614,250,477,30,3306.23
1615,250,312,255,3801.38
1616,250,444,19,2568.96
1617,251,340,156,1571.62
1618,251,62,213,4574.8
1619,251,7,299,990.25
1620,251,119,135,4591.06
1621,251,348,114,255.83
1622,251,445,82,1516.5
1623,251,388,297,1208.01
1624,252,44,47,1580.26
1625,252,394,74,3194.69
1626,252,106,79,187.55
1627,253,321,227,4265.09
1628,253,20,160,2356.46
1629,253,413,77,2160.68
1630,253,470,212,695.25
1631,253,168,249,4581.57
1632,253,345,137,3923.39
1633,254,24,191,4710.02
1634,254,316,279,1576.21
1635,254,374,247,494.58
1636,254,57,299,1431.31
1637,254,59,284,3827.56
1638,254,118,180,1217.5
1639,254,152,191,98.61
1640,254,250,123,2775.44
1641,254,498,49,4552.66
1642,255,263,283,1045.67
1643,255,70,42,2449.87
1644,255,333,161,2312.91
1645,255,361,64,545.22
1646,256,346,114,4731.23
1647,256,51,91,170.65
1648,256,295,273,2560.02
1649,256,285,133,185.97
1650,256,40,252,4779.01
1651,256,114,140,4266.28
1652,256,414,272,2113.5
1653,257,123,186,698.02
1654,257,456,238,1342.63
1655,257,168,275,3956.79
1656,257,137,266,4862.68
1657,257,341,201,4300.68
1658,257,455,130,4889.04
1659,258,209,57,1319.99
1660,258,44,261,110.08
1661,258,378,84,2278.16
1662,258,396,216,4488.52
1663,258,56,27,2510.17
1664,258,274,203,858.6
1665,258,190,77,3991.43
1666,259,96,174,4905.48
1667,259,89,75,2592.93
1668,259,343,108,1135.8
1669,259,128,28,2891.77
1670,259,176,122,535.48
1671,259,194,289,2555.11
1672,259,223,42,2729.75
1673,259,333,52,1275.94
1674,259,247,237,3444.35
1675,259,473,287,3008.39
1676,260,149,232,2532.13
1677,260,488,67,3660.97
1678,260,268,286,934.49
1679,260,57,134,1083.03
1680,260,144,197,4409.73
1681,260,46,211,1687.71
1682,260,332,137,2998.24
1683,260,479,84,2016.4
1684,260,377,113,3552.73
1685,261,326,16,3401.93
1686,261,485,43,1846.51
1687,261,220,254,2017.06
1688,261,459,254,4381.95
1689,261,307,259,2926.13
1690,261,134,291,916.73
1691,261,212,162,1686.11
1692,261,135,295,4063.6
1693,262,350,258,941.91
1694,262,388,173,2699.97
1695,262,23,68,3529.94
1696,262,471,129,4977.29
1697,262,60,171,3701.32
1698,262,418,178,2735.02
1699,262,6,39,1444.63
1700,262,422,286,1517.92
1701,263,490,172,1753.74
1702,263,408,214,2542.55
1703,263,321,229,1493.93
1704,263,144,135,902.7
1705,263,188,226,2674.21
1706,263,316,232,1798.8
1707,263,439,173,826.7
1708,264,57,227,2932.44
1709,264,110,188,3632.44
1710,264,78,222,353.81
1711,264,234,12,2708.48
1712,264,125,134,2514.98
1713,264,493,120,2448.82
1714,265,273,49,1055.43
1715,265,312,24,1762.37
1716,265,65,109,4557.7
1717,266,291,20,2575.23
1718,266,362,119,2529.03
1719,266,290,51,3912.34
1720,266,284,282,1347.69
1721,266,413,78,1128.36
1722,266,379,200,2989.58
1723,266,450,277,1560.23
1724,266,495,42,3359.77
1725,266,500,167,2141.92
1726,267,325,78,2499.27
1727,267,278,269,1497.91
1728,267,443,168,1504.94
1729,267,240,57,4522.77
1730,267,321,58,1059.81
1731,267,154,116,3858.9
1732,267,488,27,1815.83
1733,268,112,246,4647.71
1734,268,177,14,1431.56
1735,268,141,69,3039.7
1736,269,392,149,697.9
1737,269,60,127,2259.43
1738,269,25,51,1384.05
1739,269,403,215,1631.35
1740,269,5,138,1133.89
1741,269,48,79,2309.22
1742,270,36,126,280.99
1743,270,167,178,3548.07
1744,270,251,231,2618.91
1745,270,55,214,2662.38
1746,270,452,267,1084.85
1747,270,41,215,60.96
1748,270,127,33,1432.88
1749,271,143,15,2177.89
1750,271,15,193,566.79
1751,271,192,99,4771.29
1752,271,191,70,4397.79
1753,271,142,119,1344.2
1754,272,313,266,344.35
1755,272,398,240,4307.97
1756,272,448,36,1051.76
1757,272,440,291,4077.38
1758,272,259,208,3630.74
1759,272,76,285,3156.15
1760,272,233,176,2601.66
1761,272,71,118,2829.62
1762,272,51,166,1759.13
1763,273,470,171,3313.62
1764,273,419,24,3881.25
1765,273,16,95,4756.01
1766,273,377,226,3968.95
1767,273,16,163,3871.19
1768,273,30,108,2942.64
1769,273,117,187,2073.05
1770,273,8,89,447.26
1771,273,494,53,2491.03
1772,273,170,164,332.35
1773,274,57,159,1764.46
1774,274,215,175,1405.79
1775,274,493,147,221.41
1776,274,38,71,4538.54
1777,274,498,68,3372.88
1778,274,88,75,218.91
1779,274,470,152,4699.42
1780,275,221,129,1269.98
1781,275,256,122,712.46
1782,275,100,188,129.09
1783,275,435,233,3314.66
1784,276,369,263,4566.6
1785,276,254,291,4191.08
1786,276,286,14,1341.88
1787,276,462,64,2831.14
1788,277,368,57,548.55
1789,277,356,92,4192.22
1790,277,302,160,4237.03
1791,277,54,229,2116.02
1792,278,326,152,4129.2
1793,278,315,83,2138.91
1794,278,429,246,4970.06
1795,278,186,28,1048.52
1796,278,182,225,740.31
1797,278,253,83,2281.99
1798,278,37,285,1063.26
1799,278,135,289,3572.34
1800,278,86,197,1092.3
1801,279,118,156,3371.95
1802,279,316,221,560.42
1803,279,200,269,3776.11
1804,279,392,268,4301.86
1805,279,57,51,1683.33
1806,279,252,290,165.31
1807,279,92,204,4500.16
1808,280,328,192,4403.93
1809,280,200,69,4779.42
1810,280,175,51,3625.98
1811,280,81,116,1200.23
1812,280,315,53,437.23
1813,280,6,280,4693.49
1814,280,370,25,4664.42
1815,281,88,258,1267.83
1816,281,90,35,2759.13
1817,281,475,32,425.72
1818,281,235,258,3993.52
1819,282,165,109,4019.15
1820,282,100,80,1774.42
1821,282,261,200,2657.07
1822,282,479,18,3088.7
1823,283,44,184,1219.22
1824,283,367,89,2818.99
1825,283,389,146,2080.81
1826,283,388,251,171.71
1827,283,470,23,2408.83
1828,283,305,162,3640.33
1829,283,222,95,4182.13
1830,283,105,105,2002.87
1831,283,490,140,2764.38
1832,283,293,190,70.95
1833,284,356,75,2745.15
1834,284,105,108,3997.63
1835,284,336,242,854.07
1836,284,462,145,2737.94
1837,284,316,67,3638.04
1838,284,106,90,1051.27
1839,284,485,148,548.12
1840,285,172,79,2124.9
1841,285,280,105,3486.69
1842,285,204,14,4059.53
1843,286,277,128,4494.76
1844,286,210,124,3757.78
1845,286,330,33,4504.57
1846,286,12,60,1106.48
1847,286,420,184,73.2
1848,286,331,116,1129.6
1849,286,92,162,1055.49
1850,286,345,241,4671.03
1851,286,290,266,3055.75
1852,287,159,51,1483.74
1853,287,434,220,1490.79
1854,287,53,213,694.17
1855,288,296,181,4188.39
1856,288,60,165,996.7
1857,288,189,173,1028.47
1858,288,240,85,398.21
1859,288,69,173,3937.66
1860,288,441,158,3739.44
1861,288,465,249,364.22
1862,288,413,289,4139.63
1863,288,233,32,4103.3
1864,289,254,169,1932.94
1865,289,86,45,3510.09
1866,289,349,192,2258.24
1867,289,308,267,2382.98
1868,289,365,28,4165.42
1869,289,459,40,3716.39
1870,289,499,203,4739.56
1871,290,144,191,1136.64
1872,290,29,98,2381.05
1873,290,276,157,2943.45
1874,290,227,107,3551.91
1875,290,343,85,4548.37
1876,291,89,37,1940.5
1877,291,458,210,1939.88
1878,291,65,163,3280.42
1879,291,118,65,3696.3
1880,291,356,250,1056.41
1881,291,268,36,1325.38
1882,291,56,179,1014.68
1883,291,431,30,795.51
1884,291,234,219,1825.81
1885,292,398,228,2891.99
1886,292,102,72,4610.94
1887,292,103,109,3869.18
1888,292,117,183,2671.38
1889,292,476,178,4732.57
1890,292,135,82,4692.42
1891,293,177,60,3796.02
1892,293,46,159,2600.06
1893,293,214,20,1380.28
1894,293,323,178,4433.56
1895,293,228,294,1686.59
1896,293,238,78,1405.28
1897,294,359,253,4303.79
1898,294,458,55,817.85
1899,294,124,252,1949.47
1900,294,233,75,3581.95
1901,294,79,251,613.68
1902,294,80,54,2905.17
1903,294,346,192,4098.65
1904,294,126,16,1973.4
1905,294,159,170,88.91
1906,295,358,242,3795.98
1907,295,460,32,3901.6
1908,295,273,300,225.56
1909,295,367,207,1405.29
1910,296,204,112,3966.09
1911,296,7,270,2886.74
1912,296,51,226,2600.33
1913,296,5,17,2645.48
1914,296,39,240,1757.28
1915,296,150,203,214.89
1916,296,78,66,2523.52
1917,296,424,166,3124.02
1918,297,20,181,1502.61
1919,297,57,23,2579.07
1920,297,178,23,3391.97
1921,297,125,209,2235.58
1922,297,144,222,4590.66
1923,297,218,178,4562.94
1924,297,70,72,4102.89
1925,297,197,32,871.81
1926,297,461,263,2240.74
1927,297,350,251,3159.43
1928,298,343,170,1895.61
1929,298,58,157,4016.88
1930,298,168,247,3976.83
1931,298,52,275,2691.92
1932,298,9,209,1029.47
1933,298,313,93,4953.61
1934,298,476,177,2442.49
1935,299,122,285,402.57
1936,299,153,260,671.38
1937,299,83,107,669.42
1938,299,153,253,2805.65
1939,299,83,32,2768.06
1940,299,369,179,2959.93
1941,299,171,14,3015.76
1942,299,309,134,2271.43
1943,300,368,71,3798.66
1944,300,336,54,1036.47
1945,300,373,287,1866.89
1946,300,488,279,4572.3
1947,300,390,178,4680.37
1948,301,201,174,3645.14
1949,301,275,169,4569.05
1950,301,154,245,861.99
1951,301,346,167,2831.95
1952,301,353,156,4967.86
1953,301,181,234,590.11
1954,301,110,86,2483.67
1955,301,342,238,621.6
1956,302,415,229,1577.28
1957,302,131,208,2627.75
1958,302,13,105,413.4
1959,302,380,225,3765.84
1960,302,109,213,4212.13
1961,302,87,250,2549.46
1962,302,74,215,3819.65
1963,302,443,275,2774.47
1964,302,54,179,4706.24
1965,302,188,144,3088.62
1966,303,286,60,1062.16
1967,303,438,180,4683.75
1968,303,295,209,2526.94
1969,303,93,201,2637.78
1970,303,340,249,356.6
1971,303,232,164,4218.02
1972,303,415,94,1206.82
1973,304,452,290,3015.49
1974,304,351,143,429.49
1975,304,320,44,2357.43
1976,304,75,263,2239.25
1977,304,68,31,2556.7
1978,304,10,84,4143.38
1979,304,500,123,2917.02
1980,304,247,138,4264.57
1981,305,378,134,1660.45
1982,305,155,88,812.18
1983,305,394,103,2388.11
1984,305,67,288,3568.58
1985,305,35,273,1852.53
1986,305,19,148,2263.09
1987,306,311,73,1848.47
1988,306,290,123,4836.46
1989,306,369,118,1827.82
1990,307,336,225,738.17
1991,307,52,236,1315.47
1992,307,495,133,1746.29
1993,307,32,29,1830.17
1994,307,163,172,1552.39
1995,308,473,87,2892.38
1996,308,370,97,3429.74
1997,308,330,215,3481.64
1998,308,324,135,2255.85
1999,309,293,130,2493.73
2000,309,292,249,2382.02
2001,309,407,119,93.46
2002,309,467,237,2454.15
2003,309,342,153,2042.12
2004,310,291,89,1326.87
2005,310,438,62,1658.15
2006,310,202,283,3017.28
2007,310,107,285,1391.2
2008,311,267,184,1063.12
2009,311,178,23,3326.66
2010,311,380,226,2582.13
2011,311,170,256,3839.85
2012,311,182,227,256.84
2013,312,421,244,3198.7
2014,312,111,16,2449.97
2015,312,338,87,4835.74
2016,312,398,73,2417.2
2017,312,395,291,2185.97
2018,312,10,150,3381.85
2019,312,282,291,3094.65
2020,313,324,41,1569.95
2021,313,259,158,3964.37
2022,313,395,299,3775.39
2023,313,61,81,2343.48
2024,313,276,221,4584.73
2025,313,437,83,4911.87
2026,313,431,106,3481.43
2027,313,106,266,4072.18
2028,313,462,264,1357.84
2029,314,231,68,3984.32
2030,314,97,37,556.05
2031,314,208,199,3558.69
2032,314,164,60,2815.47
2033,314,54,296,4057.05
2034,314,451,185,2993.14
2035,315,357,182,4165.84
2036,315,488,233,3172.13
2037,315,281,141,1613.77
2038,315,135,185,841.51
2039,315,442,62,644.97
2040,315,234,216,2647.26
2041,315,382,141,79.85
2042,315,3,226,4435.35
2043,315,107,210,4453.81
2044,315,154,227,2244.51
2045,316,343,54,868.5
2046,316,462,271,4901.73
2047,316,86,210,3641.98
2048,317,68,26,1049.11
2049,317,479,42,1209.99
2050,317,281,104,1715.4
2051,317,121,35,1359.88
2052,318,245,244,2822.86
2053,318,158,102,420.0
2054,318,454,193,1781.28
2055,318,352,21,1596.29
2056,318,426,228,1668.0
2057,318,289,70,1900.59
2058,318,186,40,2984.54
2059,318,365,242,4325.07
2060,318,386,172,405.32
2061,319,337,52,4019.14
2062,319,285,50,1714.85
2063,319,472,294,1609.84
2064,320,450,59,299.01
2065,320,83,126,2484.7
2066,320,140,175,2759.35
2067,320,86,276,434.65
2068,321,337,247,3576.66
2069,321,430,93,3855.65
2070,321,149,249,1836.52
2071,321,429,262,789.85
2072,321,304,146,3615.47
2073,321,45,169,4722.61
2074,321,206,89,3793.35
2075,321,412,33,1215.86
2076,321,328,249,1539.96
2077,321,166,213,3864.38
2078,322,151,253,3198.66
2079,322,169,87,3897.91
2080,322,76,128,2791.7
2081,322,441,208,3102.79
2082,322,150,237,4027.09
2083,322,171,17,2116.79
2084,322,100,250,3830.84
2085,322,55,241,4627.53
2086,323,39,119,533.06
2087,323,152,222,4455.41
2088,323,295,48,2446.16
2089,323,292,208,3092.73
2090,323,443,184,3359.06
2091,323,57,36,2892.49
2092,323,399,62,794.83
2093,323,466,82,3605.55
2094,324,211,23,1290.84
2095,324,330,51,1147.94
2096,324,2,157,1826.92
