item_id,transaction_id,product_id,batch_id,quantity_sold,unit_selling_price,unit_cost_at_sale,discount_applied,total_sale_value,total_cost
1896,607,470,1630,5,1398.78,695.25,69.94,6993.65,3476.25
1897,608,367,2330,10,3613.55,2949.48,144.54,36135.1,29494.8
1898,608,87,1961,2,4578.29,2549.46,137.35,9156.52,5098.92
1899,608,392,23,3,7008.94,3652.63,280.36,21026.7,10957.89
1900,609,208,2031,5,4252.39,3558.69,0.0,21261.95,17793.45
1901,610,256,3932,4,4832.21,2956.04,96.64,19328.76,11824.16
1902,610,103,5121,4,108.19,59.09,0.0,432.76,236.36
1903,610,13,4071,1,3679.18,1721.99,0.0,3679.18,1721.99
1904,610,166,2393,7,679.49,329.93,13.59,4756.29,2309.51
1905,611,327,5068,7,1338.82,652.24,26.78,9371.6,4565.68
1906,611,194,1228,7,6266.95,4936.56,188.01,43868.44,34555.92
1907,611,394,1625,4,3604.98,3194.69,252.35,14419.64,12778.76
1908,611,286,411,3,409.31,227.81,4.09,1227.9,683.43
1909,611,153,491,6,7191.69,4334.2,0.0,43150.14,26005.2
1910,612,488,4758,5,939.68,428.39,0.0,4698.4,2141.95
1911,612,233,3247,4,4752.87,3847.02,0.0,19011.48,15388.08
1912,612,246,5497,6,4251.25,2188.2,680.2,25506.54,13129.2
1913,612,292,4691,5,4462.22,2328.45,401.6,22310.65,11642.25
1914,612,103,5121,3,107.87,59.09,5.39,323.46,177.27
1915,613,343,5440,7,5595.86,2915.09,503.63,-39170.39,-20405.63
1916,613,499,4277,10,2570.53,1327.45,436.99,-25703.6,-13274.5
1917,613,414,2350,10,3389.99,2196.09,271.2,-33899.1,-21960.9
1918,614,271,1212,3,4581.76,3730.3,183.27,13745.16,11190.9
1919,614,360,1190,9,1087.31,607.0,32.62,9785.52,5463.0
1920,615,219,3525,6,7305.88,3692.65,0.0,43835.28,22155.9
1921,615,219,3525,7,5838.84,3692.65,0.0,40871.88,25848.55
1922,615,452,970,1,3251.55,2849.34,162.58,3251.5,2849.34
1923,615,219,3525,2,7500.72,3692.65,75.01,15001.42,7385.3
1924,615,219,3525,4,6903.24,3692.65,0.0,27612.96,14770.6
1925,615,219,4353,2,4470.98,3415.69,312.97,8941.82,6831.38
1926,616,103,5121,10,122.49,59.09,0.0,1224.9,590.9
1927,616,299,435,6,386.44,267.41,30.92,2318.16,1604.46
1928,616,331,3144,7,6713.04,4239.59,604.17,46990.65,29677.13
1929,616,299,435,8,498.1,267.41,24.9,3984.4,2139.28
1930,617,63,825,2,7852.3,4213.48,0.0,15704.6,8426.96
1931,617,63,825,6,5542.0,4213.48,443.36,33251.52,25280.88
1932,617,489,97,10,8466.18,4048.5,677.29,84661.0,40485.0
1933,618,283,4739,3,2123.48,1363.19,0.0,6370.44,4089.57
1934,618,139,2740,3,9955.56,4678.46,0.0,29866.68,14035.38
1935,619,442,5059,1,2679.36,2072.05,214.35,2679.28,2072.05
1936,619,369,2148,7,9346.85,4778.44,934.68,65427.25,33449.08
1937,619,305,437,5,3442.43,1748.38,68.85,17212.05,8741.9
1938,619,15,5442,8,2948.59,2077.14,147.43,23588.32,16617.12
1939,619,89,1602,10,7763.3,4747.66,155.27,77632.8,47476.6
1940,620,363,4336,9,886.64,603.94,0.0,7979.76,5435.46
1941,620,363,4336,9,825.81,603.94,41.29,7431.84,5435.46
1942,620,223,4316,6,4896.14,2749.59,293.77,29376.48,16497.54
1943,620,415,1956,5,1837.54,1577.28,36.75,9187.6,7886.4
1944,620,478,838,4,9042.19,4595.54,2170.13,36167.8,18382.16
1945,621,378,2710,4,5966.71,3768.07,358.0,23866.6,15072.28
1946,621,412,3876,9,3458.53,2652.82,0.0,31126.77,23875.38
1947,621,469,1201,6,3851.33,2674.65,154.05,23107.74,16047.9
1948,622,94,798,7,2560.5,1693.47,102.42,17923.22,11854.29
1949,622,412,3876,6,4672.75,2652.82,0.0,28036.5,15916.92
1950,623,474,4711,6,4603.75,2355.6,1243.01,27620.88,14133.6
1951,623,252,861,5,6890.8,3432.79,1584.88,34452.85,17163.95
1952,624,415,1956,6,1864.78,1577.28,111.89,11188.32,9463.68
1953,624,415,1956,8,2115.3,1577.28,169.22,16921.76,12618.24
1954,624,88,103,6,3691.04,2295.94,184.55,22145.94,13775.64
1955,624,415,1956,10,2820.58,1577.28,169.23,28205.2,15772.8
1956,625,5,4293,8,4966.42,2477.16,297.99,39730.88,19817.28
1957,625,66,468,5,1497.64,974.78,14.98,7488.15,4873.9
1958,625,245,1279,7,2342.9,1225.51,0.0,16400.3,8578.57
1959,625,85,2110,9,2263.96,1627.39,45.28,20375.46,14646.51
1960,626,115,4282,3,3882.07,2098.81,310.57,11645.97,6296.43
1961,626,115,4282,1,3354.43,2098.81,100.63,3354.4,2098.81
1962,626,111,2749,5,6551.52,4167.65,65.52,32757.55,20838.25
1963,626,150,2082,3,7241.89,4027.09,724.19,21725.37,12081.27
1964,626,266,4270,6,4338.17,2418.32,130.15,26028.84,14509.92
1965,627,208,2031,8,7311.4,3558.69,292.46,58490.88,28469.52
1966,627,33,1196,3,5635.82,4906.45,845.37,16907.01,14719.35
1967,627,83,5460,10,6463.8,4573.34,0.0,64638.0,45733.4
1968,627,145,383,2,3727.18,2520.02,74.54,7454.32,5040.04
1969,627,338,2015,4,8465.8,4835.74,0.0,33863.2,19342.96
1970,628,446,796,3,7120.51,3522.93,0.0,21361.53,10568.79
1971,628,471,2345,4,5490.96,4116.68,109.82,21963.76,16466.72
1972,629,90,3,3,3744.18,1984.08,0.0,11232.54,5952.24
1973,630,86,3905,10,3203.44,2795.67,64.07,32034.2,27956.7
1974,630,189,3576,3,2089.09,1743.25,0.0,6267.27,5229.75
1975,631,186,2363,2,5749.41,4127.09,459.95,11498.66,8254.18
1976,631,372,22,5,5698.26,3805.4,512.84,28490.85,19027.0
1977,632,332,2719,1,6724.47,3677.21,0.0,6724.47,3677.21
1978,633,243,1593,10,1556.62,729.46,0.0,15566.2,7294.6
1979,633,80,1613,4,292.95,153.24,2.93,1171.76,612.96
1980,633,80,155,4,3328.35,2341.1,399.4,13312.92,9364.4
1981,633,155,3896,9,2592.76,1485.27,233.35,23334.03,13367.43
1982,634,487,5090,4,825.81,468.28,24.77,3303.12,1873.12
1983,634,487,5090,8,910.26,468.28,154.74,7280.72,3746.24
1984,635,4,4685,8,2694.61,1649.53,0.0,21556.88,13196.24
1985,635,487,5090,9,676.11,468.28,54.09,6084.27,4214.52
1986,636,324,2020,3,2599.34,1569.95,155.96,7797.84,4709.85
1987,636,214,4116,3,2435.75,1926.69,584.58,7306.53,5780.07
1988,636,58,5057,5,4330.81,2045.73,779.55,21653.15,10228.65
1989,636,324,2020,6,3053.89,1569.95,305.39,18322.74,9419.7
1990,637,92,1581,10,2224.26,1096.1,578.31,22240.0,10961.0
1991,637,60,421,1,9861.31,4902.56,2859.78,9861.02,4902.56
1992,637,426,4027,7,8420.03,4610.61,0.0,58940.21,32274.27
1993,637,486,2414,9,3557.3,2508.0,0.0,32015.7,22572.0
1994,638,169,5069,5,3061.89,1613.9,459.28,15308.7,8069.5
1995,638,131,1957,2,5189.05,2627.75,467.01,10377.92,5255.5
1996,639,367,2330,1,3656.16,2949.48,0.0,3656.16,2949.48
1997,639,376,3908,6,635.01,415.76,19.05,3809.88,2494.56
1998,639,276,3911,10,2968.35,1901.04,593.67,29681.5,19010.4
1999,639,378,2710,4,4878.94,3768.07,390.32,19515.44,15072.28
2000,640,129,3505,6,6288.01,3831.13,0.0,37728.06,22986.78
2001,640,406,3931,1,3365.97,2144.32,0.0,3365.97,2144.32
2002,640,365,2772,1,4216.24,3307.11,295.14,4216.17,3307.11
2003,641,137,4522,1,8241.53,4611.13,0.0,8241.53,4611.13
2004,641,22,2869,1,713.95,426.15,71.4,713.85,426.15
2005,641,332,2719,9,7043.43,3677.21,422.61,63390.33,33094.89
2006,642,35,1985,2,2634.69,1852.53,26.35,5269.36,3705.06
2007,642,496,1601,10,5353.55,2820.74,214.14,53535.1,28207.4
2008,642,496,1601,7,5824.26,2820.74,1339.58,40768.21,19745.18
2009,642,496,1601,2,4932.72,2820.74,345.29,9865.3,5641.48
2010,643,467,3498,3,2038.32,1170.6,81.53,6114.84,3511.8
2011,643,287,5097,10,8576.16,3923.15,2487.09,85758.7,39231.5
2012,643,60,421,8,5432.76,4902.56,488.95,43461.36,39220.48
2013,644,192,5,8,3419.65,2446.6,273.57,27356.56,19572.8
2014,644,270,5062,9,5499.6,4123.0,0.0,49496.4,37107.0
2015,645,306,5080,3,8990.63,4774.69,0.0,-26971.89,-14324.07
2016,645,181,1953,10,1011.07,590.11,80.89,-10109.9,-5901.1
2017,645,247,1980,3,7331.96,4264.57,0.0,-21995.88,-12793.71
2018,645,306,5080,7,6366.37,4774.69,0.0,-44564.59,-33422.83
2019,645,306,5080,1,7299.28,4774.69,291.97,-7299.24,-4774.69
2020,646,478,838,2,6903.56,4595.54,0.0,13807.12,9191.08
2021,646,195,387,3,886.36,682.13,44.32,2658.93,2046.39
2022,646,461,845,5,1837.17,1570.62,128.6,9185.5,7853.1
2023,646,177,2377,3,2000.72,1602.37,0.0,6002.16,4807.11
2024,646,41,406,3,2386.98,1228.17,190.96,7160.7,3684.51
2025,647,122,4373,8,1367.37,1181.66,13.67,10938.88,9453.28
2026,647,190,1665,8,7644.23,3991.43,535.1,61153.28,31931.44
2027,648,324,2020,1,3183.05,1569.95,0.0,3183.05,1569.95
2028,648,147,2791,7,4109.51,2630.14,0.0,28766.57,18410.98
2029,648,220,1687,10,3080.35,2017.06,0.0,30803.5,20170.6
2030,648,484,1199,9,5817.09,3744.59,58.17,52353.72,33701.31
2031,648,36,4287,7,289.54,167.58,5.79,2026.64,1173.06
2032,649,252,861,7,5269.87,3432.79,105.4,36888.95,24029.53
2033,649,281,2742,6,6155.49,3615.3,184.66,36932.76,21691.8
2034,649,322,508,3,3561.11,1990.98,0.0,10683.33,5972.94
2035,650,255,1569,8,5057.77,3263.32,0.0,40462.16,26106.56
2036,650,239,51,5,1370.62,736.28,246.71,6852.2,3681.4
2037,650,217,416,10,360.73,183.52,10.82,3607.0,1835.2
2038,651,377,3117,2,3190.78,2822.75,287.17,6381.38,5645.5
2039,651,362,5683,8,1336.31,771.59,66.82,10690.08,6172.72
2040,651,39,69,8,5029.73,2818.66,251.49,40237.44,22549.28
2041,651,425,3948,3,565.61,390.3,28.28,1696.68,1170.9
2042,652,451,3891,10,5959.34,3913.86,297.97,59592.9,39138.6
2043,652,451,3891,1,7734.57,3913.86,77.35,7734.56,3913.86
2044,652,61,5116,8,6676.8,3144.97,667.68,53413.6,25159.76
2045,652,393,3902,10,6898.99,4420.35,482.93,68989.2,44203.5
2046,652,459,3874,3,2208.58,1776.43,154.6,6625.53,5329.29
2047,653,331,3144,2,5281.95,4239.59,0.0,10563.9,8479.18
2048,653,485,5565,8,4134.8,2123.51,330.78,33077.76,16988.08
2049,654,355,58,6,1492.55,922.54,119.4,8954.82,5535.24
2050,654,147,2791,2,5693.02,2630.14,0.0,11386.04,5260.28
2051,654,289,4755,10,5706.27,3817.84,342.38,57062.1,38178.4
2052,655,400,1206,8,6825.26,3961.31,136.51,54601.92,31690.48
2053,655,301,5180,3,4631.66,2293.69,324.22,13894.77,6881.07
2054,655,73,3563,7,530.43,407.26,0.0,3713.01,2850.82
2055,655,266,4270,1,3788.21,2418.32,303.06,3788.13,2418.32
2056,656,47,853,8,2309.22,1220.51,138.55,18473.28,9764.08
2057,656,134,2731,2,3684.31,3025.22,110.53,7368.56,6050.44
2058,657,39,69,5,5331.42,2818.66,213.26,26656.9,14093.3
2059,657,29,2707,8,908.21,484.78,0.0,7265.68,3878.24
2060,657,409,6,1,3648.99,3294.27,0.0,3648.99,3294.27
2061,657,29,2707,1,978.52,484.78,9.79,978.51,484.78
2062,658,422,2373,10,7065.6,3422.53,211.97,-70655.7,-34225.3
2063,659,340,4795,5,8127.72,4132.29,0.0,40638.6,20661.45
2064,660,237,3120,2,5956.15,2899.99,0.0,11912.3,5799.98
2065,660,339,5138,4,9318.96,4606.99,1677.41,37275.12,18427.96
2066,660,428,3496,8,8117.68,4411.17,1136.48,64940.32,35289.36
2067,660,339,5138,6,10127.27,4606.99,0.0,60763.62,27641.94
2068,660,339,5138,2,8426.58,4606.99,0.0,16853.16,9213.98
2069,661,158,2364,7,7901.89,3915.31,632.15,55312.67,27407.17
2070,661,422,2373,4,4157.77,3422.53,291.04,16630.8,13690.12
2071,661,484,1199,10,5375.53,3744.59,53.76,53755.2,37445.9
2072,661,5,4293,3,3614.76,2477.16,0.0,10844.28,7431.48
2073,661,422,2373,9,4286.99,3422.53,0.0,38582.91,30802.77
2074,662,337,2696,10,451.13,267.55,9.02,4511.1,2675.5
2075,662,110,1954,9,3375.46,2483.67,101.26,30378.87,22353.03
2076,662,485,5565,7,2661.69,2123.51,0.0,18631.83,14864.57
2077,662,110,1954,3,4159.71,2483.67,291.18,12478.92,7451.01
2078,662,337,2696,7,309.94,267.55,6.2,2169.44,1872.85
2079,663,220,1687,7,4273.44,2017.06,128.2,29913.87,14119.42
2080,663,81,7,4,6060.83,4929.53,0.0,24243.32,19718.12
2081,663,226,4688,7,5762.94,3570.0,115.26,40340.44,24990.0
2082,663,81,7,1,10335.05,4929.53,2583.76,10334.8,4929.53
2083,663,340,4795,8,4708.87,4132.29,0.0,37670.96,33058.32
2084,664,207,1221,3,5513.85,2599.55,220.55,16541.43,7798.65
2085,664,467,3498,1,1453.06,1170.6,0.0,1453.06,1170.6
2086,664,423,2737,2,4579.73,3208.26,0.0,9159.46,6416.52
2087,665,193,3894,5,2475.22,1385.18,0.0,12376.1,6925.9
2088,665,491,86,10,1671.36,763.31,117.0,16712.9,7633.1
2089,665,224,5439,9,6423.43,3823.22,0.0,57810.87,34408.98
2090,666,76,5214,7,7573.67,4329.11,0.0,53015.69,30303.77
2091,666,370,3907,1,4767.92,4285.89,1430.38,4767.62,4285.89
2092,666,83,5460,7,6754.87,4573.34,0.0,47284.09,32013.38
2093,667,215,379,2,616.26,459.14,0.0,1232.52,918.28
2094,667,236,3203,2,5866.31,4559.71,0.0,11732.62,9119.42
2095,667,123,3132,7,2057.72,1626.37,0.0,14404.04,11384.59
2096,667,479,2359,10,9259.84,4376.41,92.6,92598.3,43764.1
2097,668,492,4269,5,5199.92,3982.47,0.0,25999.6,19912.35
2098,668,362,5683,2,1358.02,771.59,0.0,2716.04,1543.18
2099,668,421,2013,4,6491.02,3198.7,64.91,25964.04,12794.8
2100,668,33,1196,1,8453.72,4906.45,338.15,8453.68,4906.45
2101,668,271,1212,6,6594.6,3730.3,0.0,39567.6,22381.8
2102,669,74,1962,4,5790.58,3819.65,115.81,23162.24,15278.6
2103,669,66,468,3,1425.36,974.78,57.01,4275.96,2924.34
2104,669,345,5136,9,3622.56,3252.19,0.0,32603.04,29269.71
2105,669,370,3907,8,5749.07,4285.89,344.94,45992.08,34287.12
2106,669,229,4276,6,1360.81,959.64,122.47,8164.32,5757.84
2107,670,219,4353,5,5750.43,3415.69,1380.1,28750.95,17078.45
2108,670,66,468,8,1139.23,974.78,79.75,9113.28,7798.24
2109,670,229,4276,5,1461.75,959.64,29.24,7308.65,4798.2
2110,670,330,2334,3,8652.36,4291.12,0.0,25957.08,12873.36
2111,671,257,464,3,4495.26,2768.79,0.0,13485.78,8306.37
2112,671,119,3514,8,3954.32,3050.09,0.0,31634.56,24400.72
2113,671,468,4291,5,2351.14,1517.39,0.0,11755.7,7586.95
2114,672,208,2031,2,7235.01,3558.69,434.1,14469.9,7117.38
2115,672,375,3893,6,4304.99,3452.38,0.0,25829.94,20714.28
2116,672,375,3893,10,6856.2,3452.38,548.5,68561.2,34523.8
2117,673,76,5214,5,7323.78,4329.11,219.71,36618.75,21645.55
2118,673,430,2069,10,6251.65,3855.65,1062.78,62514.8,38556.5
2119,673,76,5214,1,6910.49,4329.11,621.94,6910.4,4329.11
2120,673,76,5214,5,5004.51,4329.11,450.41,25022.1,21645.55
2121,673,36,4287,3,316.46,167.58,0.0,949.38,502.74
2122,674,210,2712,6,3564.31,2262.27,71.29,21385.74,13573.62
2123,674,38,443,1,3138.18,2332.62,31.38,3138.17,2332.62
2124,674,23,3193,2,8761.61,4620.61,2015.17,17522.76,9241.22
2125,675,368,3126,9,3091.42,2154.05,92.74,27822.51,19386.45
2126,675,192,5,7,4133.27,2446.6,165.33,28932.61,17126.2
2127,676,29,2707,10,1062.01,484.78,21.24,10619.9,4847.8
2128,676,266,4270,4,5028.36,2418.32,251.42,20113.24,9673.28
2129,676,16,5468,3,932.51,620.2,0.0,2797.53,1860.6
2130,676,220,1687,7,3186.72,2017.06,254.94,22306.48,14119.42
2131,676,285,1649,8,334.07,185.97,26.73,2671.92,1487.76
2132,677,151,2744,8,2635.35,1946.61,184.47,21082.24,15572.88
2133,678,122,4373,1,1838.93,1181.66,55.17,1838.9,1181.66
2134,679,340,4795,4,8527.29,4132.29,0.0,34109.16,16529.16
2135,679,4,4685,1,2369.31,1649.53,0.0,2369.31,1649.53
2136,679,340,4795,8,6237.01,4132.29,187.11,49895.84,33058.32
2137,680,224,5439,9,5979.37,3823.22,0.0,53814.33,34408.98
2138,681,296,4717,2,5749.0,4022.1,459.92,11497.84,8044.2
2139,681,89,1602,7,7998.96,4747.66,79.99,55992.65,33233.62
2140,681,364,82,10,1275.52,969.0,127.55,12754.2,9690.0
2141,682,233,3247,1,6871.77,3847.02,481.02,6871.7,3847.02
2142,682,190,1665,7,5267.94,3991.43,421.44,36875.02,27940.01
2143,682,211,2094,5,2692.59,1290.84,727.0,13461.6,6454.2
2144,682,279,3494,7,6348.2,4329.51,888.75,44436.42,30306.57
2145,683,356,3503,1,4534.62,3557.9,408.12,4534.53,3557.9
2146,683,356,3503,3,5169.35,3557.9,310.16,15507.87,10673.7
2147,684,448,3216,4,1326.01,725.9,53.04,5303.88,2903.6
2148,685,414,2350,4,3235.38,2196.09,291.18,12941.16,8784.36
2149,685,312,3877,9,5220.63,3503.88,313.24,46985.13,31534.92
2150,685,300,523,1,1658.73,918.46,66.35,1658.69,918.46
2151,685,312,3877,7,4612.83,3503.88,184.51,32289.53,24527.16
2152,685,187,1398,6,780.59,471.07,0.0,4683.54,2826.42
2153,686,305,437,7,3655.68,1748.38,0.0,25589.76,12238.66
2154,686,113,402,3,3925.87,1787.44,314.07,11777.37,5362.32
2155,687,192,5,9,3169.11,2446.6,475.37,28520.64,22019.4
2156,688,12,2097,7,4493.29,2518.78,404.4,31452.4,17631.46
2157,688,53,4733,6,3242.09,2121.01,0.0,19452.54,12726.06
2158,688,370,3907,8,6919.85,4285.89,345.99,55358.4,34287.12
2159,688,165,5448,8,2326.54,1189.63,232.65,18611.52,9517.04
2160,689,357,2,5,4800.04,3776.88,624.01,23999.55,18884.4
2161,690,489,97,10,6101.5,4048.5,61.02,61014.9,40485.0
2162,690,290,1580,4,4086.2,3091.09,0.0,16344.8,12364.36
2163,690,104,1211,1,8192.07,3862.47,2129.94,8191.81,3862.47
2164,690,408,4398,5,882.91,439.74,17.66,4414.45,2198.7
2165,691,145,383,7,4647.56,2520.02,604.18,32532.01,17640.14
2166,691,447,864,2,1180.71,575.66,47.23,2361.34,1151.32
2167,692,105,5512,3,838.46,647.35,8.38,2515.35,1942.05
2168,692,83,5460,5,5555.28,4573.34,111.11,27776.3,22866.7
2169,692,178,1556,5,1179.19,576.97,58.96,5895.7,2884.85
2170,692,313,5207,4,370.9,278.04,0.0,1483.6,1112.16
2171,693,195,387,1,1122.38,682.13,112.24,1122.28,682.13
2172,693,195,387,8,1449.45,682.13,28.99,11595.44,5457.04
2173,693,195,387,3,872.22,682.13,17.44,2616.6,2046.39
2174,693,195,387,2,972.66,682.13,243.16,1944.82,1364.26
2175,694,389,2718,3,1768.11,1116.58,88.41,5304.18,3349.74
2176,694,119,3514,9,6423.74,3050.09,0.0,57813.66,27450.81
2177,694,158,2364,5,7149.41,3915.31,0.0,35747.05,19576.55
2178,694,35,1985,8,2486.94,1852.53,0.0,19895.52,14820.24
2179,694,267,2331,2,9412.09,4279.21,0.0,18824.18,8558.42
2180,695,421,2013,7,3952.07,3198.7,395.21,27663.79,22390.9
2181,696,132,4753,8,3492.49,1638.16,139.7,27939.6,13105.28
2182,696,78,3531,5,3023.34,1740.59,0.0,15116.7,8702.95
2183,696,207,1221,10,4703.67,2599.55,141.11,47036.4,25995.5
2184,696,379,2433,9,7209.59,4415.59,288.38,64885.95,39740.31
2185,696,219,4353,1,5174.33,3415.69,1397.07,5174.06,3415.69
2186,697,273,414,7,4875.94,3065.75,0.0,34131.58,21460.25
2187,697,225,4735,1,7247.03,4788.07,362.35,7246.98,4788.07
2188,697,425,3948,3,524.13,390.3,26.21,1572.24,1170.9
2189,697,337,2696,1,311.14,267.55,21.78,311.07,267.55
2190,698,415,1956,9,3465.79,1577.28,138.63,31191.75,14195.52
2191,698,8,5060,8,7865.87,3654.73,393.29,62926.56,29237.84
2192,698,268,3901,5,3289.5,1947.85,197.37,16447.2,9739.25
2193,699,190,1665,6,7192.27,3991.43,143.85,43153.5,23948.58
2194,700,156,4299,3,2632.92,1703.1,105.32,7898.64,5109.3
2195,700,165,5448,1,2558.61,1189.63,307.03,2558.49,1189.63
2196,700,495,1992,2,3084.58,1746.29,246.77,6169.0,3492.58
2197,700,347,3192,8,7595.13,3569.22,2278.54,60758.64,28553.76
2198,701,80,155,8,4549.28,2341.1,0.0,36394.24,18728.8
2199,702,370,3907,7,6872.44,4285.89,481.07,48106.59,30001.23
2200,703,458,818,1,4282.26,3544.62,128.47,4282.23,3544.62
2201,703,417,2343,7,1262.52,726.23,25.25,8837.5,5083.61
2202,703,417,2343,8,1308.16,726.23,0.0,10465.28,5809.84
2203,704,11,5066,3,3762.99,2246.88,75.26,11288.91,6740.64
2204,704,279,3494,9,7596.8,4329.51,455.81,68370.66,38965.59
2205,704,11,5066,4,3227.65,2246.88,0.0,12910.6,8987.52
2206,705,379,2433,3,5161.87,4415.59,412.95,15485.37,13246.77
2207,705,310,5458,2,5397.29,2593.32,485.76,10794.4,5186.64
2208,706,3,5070,4,467.9,286.91,9.36,1871.52,1147.64
2209,706,321,4708,3,2050.5,1798.51,82.02,6151.38,5395.53
2210,706,254,1563,9,7180.72,3573.28,143.61,64626.3,32159.52
2211,706,62,2426,5,1783.98,1081.9,71.36,8919.7,5409.5
2212,707,388,5100,2,5169.15,3514.52,0.0,10338.3,7029.04
2213,707,388,5100,6,6863.07,3514.52,0.0,41178.42,21087.12
2214,707,227,5474,3,5471.9,3798.42,437.75,16415.46,11395.26
2215,707,388,5100,4,5745.41,3514.52,287.27,22981.44,14058.08
2216,708,287,5097,7,8343.16,3923.15,0.0,58402.12,27462.05
2217,708,213,1265,6,4289.38,3085.49,171.58,25736.04,18512.94
2218,709,410,3508,1,572.56,374.54,45.8,572.48,374.54
2219,709,379,2433,3,7477.38,4415.59,523.42,22431.93,13246.77
2220,709,410,3508,4,749.96,374.54,15.0,2999.76,1498.16
2221,709,421,2013,2,6715.32,3198.7,537.23,13430.48,6397.4
2222,710,100,35,7,7540.04,4493.15,0.0,52780.28,31452.05
2223,710,84,1592,4,7099.66,3904.99,638.97,28398.28,15619.96
2224,711,11,5066,5,3464.66,2246.88,69.29,17323.2,11234.4
2225,711,359,3173,2,1648.25,900.7,0.0,3296.5,1801.4
2226,711,332,2719,3,4853.08,3677.21,145.59,14559.15,11031.63
2227,711,230,3873,6,6575.39,3146.98,460.28,39451.92,18881.88
2228,712,320,1323,3,3511.22,2808.61,632.02,10533.12,8425.83
2229,713,294,16,10,179.66,157.48,16.17,1795.7,1574.8
2230,713,440,419,6,6930.58,4434.7,0.0,41583.48,26608.2
2231,713,62,2426,1,1744.2,1081.9,313.96,1744.02,1081.9
2232,713,393,3902,7,8280.27,4420.35,0.0,57961.89,30942.45
2233,714,190,1665,5,4513.31,3991.43,315.93,22566.2,19957.15
2234,714,398,2016,5,2932.81,2417.2,117.31,14663.85,12086.0
2235,714,398,2016,2,4981.33,2417.2,99.63,9962.62,4834.4
2236,714,120,2698,8,3303.85,2256.75,0.0,26430.8,18054.0
2237,715,156,4299,4,2606.13,1703.1,651.53,10423.52,6812.4
2238,715,118,4710,10,640.73,293.91,25.63,6406.9,2939.1
2239,715,26,5067,7,4249.82,3291.22,297.49,29748.25,23038.54
2240,715,195,387,6,923.41,682.13,27.7,5540.28,4092.78
2241,716,174,3540,10,5300.29,4349.09,0.0,53002.9,43490.9
2242,716,85,2110,10,3312.13,1627.39,264.97,33120.5,16273.9
2243,716,80,155,10,4551.35,2341.1,182.05,45513.1,23411.0
2244,716,174,3540,5,5886.75,4349.09,294.34,29433.5,21745.45
2245,716,174,3540,6,6623.47,4349.09,0.0,39740.82,26094.54
2246,717,165,5448,5,2173.48,1189.63,130.41,10867.1,5948.15
2247,717,128,5444,2,4835.54,3371.61,580.26,9670.84,6743.22
2248,717,24,1633,8,6513.73,4710.02,0.0,52109.84,37680.16
2249,718,134,2731,7,6573.13,3025.22,131.46,46011.77,21176.54
2250,718,259,4698,5,3067.09,2170.54,245.37,15335.05,10852.7
2251,719,223,4316,2,5078.38,2749.59,0.0,10156.76,5499.18
2252,720,314,392,3,4740.57,2991.28,0.0,-14221.71,-8973.84
2253,720,88,103,5,4093.01,2295.94,122.79,-20464.9,-11479.7
2254,720,114,1651,9,6549.21,4266.28,0.0,-58942.89,-38396.52
2255,720,192,5,3,4863.7,2446.6,243.18,-14590.95,-7339.8
2256,720,160,3534,9,4053.73,2599.48,0.0,-36483.57,-23395.32
2257,721,145,383,8,3653.04,2520.02,694.08,29222.8,20160.16
2258,721,42,2706,6,6764.02,4891.74,0.0,40584.12,29350.44
2259,721,376,3908,9,645.48,415.76,38.73,5808.78,3741.84
2260,721,381,4263,4,1932.18,1202.24,0.0,7728.72,4808.96
2261,721,495,1992,4,2419.84,1746.29,48.4,9679.28,6985.16
2262,722,285,1649,5,394.84,185.97,27.64,1973.85,929.85
2263,722,371,1216,1,6021.83,4712.78,541.96,6021.74,4712.78
2264,722,346,3151,7,3008.18,2695.02,120.33,21056.98,18865.14
2265,722,348,1621,8,394.75,255.83,47.37,3157.04,2046.64
2266,722,361,1189,7,1573.95,853.78,0.0,11017.65,5976.46
2267,723,479,2359,9,5353.26,4376.41,160.6,48179.07,39387.69
2268,723,226,4688,10,4357.86,3570.0,522.94,43577.4,35700.0
2269,724,255,1569,7,3935.12,3263.32,0.0,27545.84,22843.24
2270,724,490,811,9,6030.33,4694.05,241.21,54272.61,42246.45
2271,724,490,811,7,8841.54,4694.05,88.42,61890.71,32858.35
2272,724,30,1191,6,7250.85,3776.85,797.59,43504.44,22661.1
2273,725,435,3527,3,2287.43,1714.06,45.75,6862.23,5142.18
2274,725,477,2711,7,3201.38,1973.07,640.28,22408.26,13811.49
2275,725,435,3527,10,3459.85,1714.06,0.0,34598.5,17140.6
2276,725,401,4305,1,5610.04,2920.65,168.3,5610.01,2920.65
2277,725,435,3527,5,3347.42,1714.06,0.0,16737.1,8570.3
2278,726,245,1279,9,1692.26,1225.51,33.85,15230.16,11029.59
2279,726,448,3216,9,963.56,725.9,19.27,8671.86,6533.1
2280,726,288,5098,8,6814.07,4034.45,613.27,54511.84,32275.6
2281,726,53,4733,8,2759.05,2121.01,0.0,22072.4,16968.08
2282,727,405,4356,5,5071.95,2321.31,152.16,25359.6,11606.55
2283,727,267,2331,1,5011.31,4279.21,1353.05,5011.04,4279.21
2284,727,162,3882,5,3652.1,1735.15,0.0,18260.5,8675.75
2285,727,59,5077,6,4114.61,2059.63,205.73,24687.36,12357.78
2286,728,96,5087,9,4473.07,3393.75,447.31,40256.73,30543.75
