log_id,product_id,change_type,quantity,unit_cost,log_date,reference_id,reference_type
5620,105,IN,215,129.75,2025-10-16,5620,PURCHASE
5621,65,IN,265,3539.49,2025-10-16,5621,PURCHASE
5622,182,IN,347,4224.37,2025-10-16,5622,PURCHASE
5623,460,IN,79,1735.75,2025-10-16,5623,PURCHASE
5624,322,IN,214,1222.6,2025-10-27,5624,PURCHASE
5625,13,IN,298,3353.5,2025-10-27,5625,PURCHASE
5626,142,IN,284,3962.35,2025-10-27,5626,PURCHASE
5627,391,IN,310,1466.95,2025-10-27,5627,PURCHASE
5628,125,IN,78,2842.35,2025-10-27,5628,PURCHASE
5629,216,IN,215,1047.59,2025-10-27,5629,PURCHASE
5630,299,IN,104,1360.24,2025-10-27,5630,PURCHASE
5631,283,IN,333,2891.63,2025-10-27,5631,PURCHASE
5632,379,IN,172,315.76,2025-11-03,5632,PURCHASE
5633,347,IN,269,4482.01,2025-11-03,5633,PURCHASE
5634,18,IN,296,4476.14,2025-11-03,5634,PURCHASE
5635,269,IN,259,3712.15,2025-11-03,5635,PURCHASE
5636,247,IN,137,3406.63,2025-11-16,5636,PURCHASE
5637,83,IN,181,3060.14,2025-11-16,5637,PURCHASE
5638,284,IN,437,1845.67,2025-11-16,5638,PURCHASE
5639,453,IN,55,3076.76,2025-11-16,5639,PURCHASE
5640,417,IN,304,4634.85,2025-11-16,5640,PURCHASE
5641,58,IN,274,1473.95,2025-11-16,5641,PURCHASE
5642,324,IN,222,2903.23,2025-11-16,5642,PURCHASE
5643,301,IN,263,796.51,2025-11-16,5643,PURCHASE
5644,410,IN,129,3183.23,2025-11-16,5644,PURCHASE
5645,30,IN,346,3916.94,2025-11-16,5645,PURCHASE
5646,221,IN,81,793.7,2025-11-24,5646,PURCHASE
5647,1,IN,293,56.82,2025-11-24,5647,PURCHASE
5648,81,IN,295,4389.0,2025-11-24,5648,PURCHASE
5649,2,IN,474,1984.87,2025-12-01,5649,PURCHASE
5650,461,IN,361,135.48,2025-12-01,5650,PURCHASE
5651,222,IN,149,2923.11,2025-12-01,5651,PURCHASE
5652,26,IN,311,440.33,2025-12-01,5652,PURCHASE
5653,347,IN,236,3707.01,2025-12-01,5653,PURCHASE
5654,369,IN,236,2254.25,2025-12-01,5654,PURCHASE
5655,67,IN,236,2854.35,2025-12-01,5655,PURCHASE
5656,65,IN,368,1033.79,2025-12-01,5656,PURCHASE
5657,473,IN,211,1139.41,2025-12-13,5657,PURCHASE
5658,413,IN,322,136.14,2025-12-13,5658,PURCHASE
5659,403,IN,152,336.38,2025-12-13,5659,PURCHASE
5660,65,IN,205,4861.64,2025-12-13,5660,PURCHASE
5661,345,IN,302,362.0,2025-12-13,5661,PURCHASE
5662,261,IN,317,1718.18,2025-12-13,5662,PURCHASE
5663,46,IN,302,2657.67,2025-12-13,5663,PURCHASE
5664,179,IN,442,1543.37,2025-12-13,5664,PURCHASE
5665,230,IN,140,4644.81,2025-12-20,5665,PURCHASE
5666,486,IN,186,842.02,2025-12-20,5666,PURCHASE
5667,252,IN,384,592.1,2025-12-20,5667,PURCHASE
5668,243,IN,175,1419.6,2025-12-20,5668,PURCHASE
5669,77,IN,214,4259.25,2025-12-20,5669,PURCHASE
5670,410,IN,282,4800.4,2025-12-20,5670,PURCHASE
5671,433,IN,143,3708.68,2026-01-02,5671,PURCHASE
5672,342,IN,213,3245.53,2026-01-02,5672,PURCHASE
5673,301,IN,209,1191.44,2026-01-02,5673,PURCHASE
5674,260,IN,385,4244.66,2026-01-11,5674,PURCHASE
5675,402,IN,152,211.46,2026-01-11,5675,PURCHASE
5676,133,IN,314,3321.39,2026-01-11,5676,PURCHASE
5677,129,IN,268,2333.52,2026-01-11,5677,PURCHASE
5678,313,IN,250,1961.29,2026-01-11,5678,PURCHASE
5679,274,IN,223,341.62,2026-01-11,5679,PURCHASE
5680,492,IN,302,4469.86,2026-01-11,5680,PURCHASE
5681,383,IN,125,631.93,2026-01-11,5681,PURCHASE
5682,379,IN,282,1553.96,2026-01-11,5682,PURCHASE
5683,362,IN,445,771.59,2026-01-18,5683,PURCHASE
5684,188,IN,181,3694.58,2026-01-18,5684,PURCHASE
5685,140,IN,194,623.54,2026-01-18,5685,PURCHASE
5686,462,IN,275,2769.18,2026-01-18,5686,PURCHASE
5687,87,IN,116,1774.68,2026-01-18,5687,PURCHASE
5688,211,IN,169,3571.77,2026-01-18,5688,PURCHASE
5689,210,IN,374,1101.67,2026-02-01,5689,PURCHASE
5690,340,IN,259,1124.49,2026-02-01,5690,PURCHASE
5691,462,IN,132,810.75,2026-02-01,5691,PURCHASE
5692,488,IN,398,2905.69,2026-02-01,5692,PURCHASE
5693,352,IN,271,3586.74,2026-02-01,5693,PURCHASE
5694,178,IN,195,1277.87,2026-02-01,5694,PURCHASE
5695,52,IN,371,121.19,2026-02-11,5695,PURCHASE
5696,415,IN,384,3702.64,2026-02-11,5696,PURCHASE
5697,58,IN,99,1178.27,2026-02-11,5697,PURCHASE
5698,64,IN,458,3198.12,2026-02-23,5698,PURCHASE
5699,188,IN,53,3588.94,2026-02-23,5699,PURCHASE
5700,148,IN,97,3167.97,2026-02-23,5700,PURCHASE
5701,417,IN,199,4696.39,2026-02-23,5701,PURCHASE
5702,170,IN,176,4878.81,2026-02-23,5702,PURCHASE
5703,280,IN,227,3007.93,2026-02-23,5703,PURCHASE
5704,387,IN,336,4816.58,2026-02-23,5704,PURCHASE
5705,425,IN,239,3003.95,2026-02-23,5705,PURCHASE
5706,238,IN,226,3490.56,2026-02-23,5706,PURCHASE
5707,78,IN,294,4188.61,2026-02-23,5707,PURCHASE
5708,138,IN,209,2028.35,2026-03-08,5708,PURCHASE
5709,106,IN,187,4884.75,2026-03-08,5709,PURCHASE
5710,168,IN,378,3495.52,2026-03-08,5710,PURCHASE
5711,337,IN,253,1613.33,2026-03-08,5711,PURCHASE
5712,480,IN,184,4508.64,2026-03-22,5712,PURCHASE
5713,445,IN,376,2310.62,2026-03-22,5713,PURCHASE
5714,117,IN,365,637.06,2026-03-22,5714,PURCHASE
5715,391,IN,310,4946.98,2026-03-22,5715,PURCHASE
5716,176,IN,132,1886.21,2026-03-22,5716,PURCHASE
5717,99,IN,345,1719.05,2026-03-22,5717,PURCHASE
5718,432,IN,239,1225.54,2026-03-29,5718,PURCHASE
5719,84,IN,316,1526.8,2026-03-29,5719,PURCHASE
5720,255,IN,310,1546.97,2026-03-29,5720,PURCHASE
5721,311,IN,137,2132.55,2026-03-29,5721,PURCHASE
5722,267,IN,82,1083.96,2026-03-29,5722,PURCHASE
5723,209,IN,241,2018.96,2026-03-29,5723,PURCHASE
5724,407,IN,342,3730.56,2026-03-29,5724,PURCHASE
5725,403,IN,158,989.25,2026-03-29,5725,PURCHASE
5726,262,IN,317,3105.22,2026-03-29,5726,PURCHASE
5727,142,IN,155,3594.98,2026-04-06,5727,PURCHASE
5728,13,IN,189,4319.4,2026-04-06,5728,PURCHASE
5729,446,IN,113,1453.06,2026-04-06,5729,PURCHASE
5730,385,IN,77,3707.38,2026-04-14,5730,PURCHASE
5731,306,IN,254,1508.94,2026-04-14,5731,PURCHASE
5732,60,IN,237,1337.8,2026-04-14,5732,PURCHASE
5733,149,IN,310,4987.1,2026-04-14,5733,PURCHASE
5734,15,IN,176,2633.96,2026-04-14,5734,PURCHASE
5735,134,IN,235,2214.91,2026-04-14,5735,PURCHASE
5736,273,IN,361,4467.05,2026-04-14,5736,PURCHASE
5737,254,IN,216,4541.49,2026-04-14,5737,PURCHASE
5738,68,IN,242,4436.53,2026-04-24,5738,PURCHASE
5739,100,IN,422,2649.96,2026-04-24,5739,PURCHASE
5740,260,IN,300,2827.12,2026-04-24,5740,PURCHASE
5741,361,IN,161,2198.96,2026-04-24,5741,PURCHASE
5742,193,IN,68,2880.28,2026-04-24,5742,PURCHASE
5743,275,IN,140,1455.82,2026-05-03,5743,PURCHASE
5744,115,IN,375,1041.78,2026-05-03,5744,PURCHASE
5745,281,IN,387,3255.26,2026-05-03,5745,PURCHASE
5746,108,IN,213,577.89,2026-05-16,5746,PURCHASE
5747,3,IN,172,3507.38,2026-05-16,5747,PURCHASE
5748,102,IN,304,1000.9,2026-05-16,5748,PURCHASE
5749,446,IN,336,2954.99,2026-05-16,5749,PURCHASE
5750,383,IN,329,2052.45,2026-05-16,5750,PURCHASE
5751,223,IN,403,2709.09,2026-05-30,5751,PURCHASE
5752,291,IN,466,1436.87,2026-05-30,5752,PURCHASE
5753,421,IN,225,2008.23,2026-05-30,5753,PURCHASE
5754,232,IN,336,267.34,2026-05-30,5754,PURCHASE
5755,200,IN,283,2451.96,2026-05-30,5755,PURCHASE
5756,198,IN,237,98.97,2026-05-30,5756,PURCHASE
5757,377,IN,319,893.55,2026-05-30,5757,PURCHASE
5758,156,IN,316,2003.08,2026-05-30,5758,PURCHASE
5759,466,IN,176,1345.48,2026-05-30,5759,PURCHASE
5760,342,IN,289,1637.12,2026-05-30,5760,PURCHASE
5761,171,IN,319,782.48,2026-06-07,5761,PURCHASE
5762,156,IN,313,3165.89,2026-06-07,5762,PURCHASE
5763,456,IN,453,2004.05,2026-06-07,5763,PURCHASE
5764,159,IN,329,2664.14,2026-06-07,5764,PURCHASE
5765,47,IN,337,165.99,2026-06-07,5765,PURCHASE
5766,35,IN,78,2656.78,2026-06-07,5766,PURCHASE
5767,372,IN,366,2880.92,2026-06-07,5767,PURCHASE
5768,177,IN,275,3595.94,2026-06-07,5768,PURCHASE
5769,106,IN,147,4879.86,2026-06-07,5769,PURCHASE
5770,318,IN,395,4973.11,2026-06-19,5770,PURCHASE
5771,344,IN,355,2122.93,2026-06-19,5771,PURCHASE
5772,223,IN,155,3792.86,2026-06-19,5772,PURCHASE
5773,231,IN,254,4525.89,2026-06-19,5773,PURCHASE
5774,66,IN,352,2155.52,2026-06-19,5774,PURCHASE
5775,248,IN,138,180.23,2026-06-19,5775,PURCHASE
5776,175,IN,132,1650.73,2026-06-19,5776,PURCHASE
5777,224,IN,315,1954.56,2026-06-19,5777,PURCHASE
5778,240,IN,283,3242.28,2026-06-19,5778,PURCHASE
5779,367,IN,99,2425.83,2026-07-03,5779,PURCHASE
5780,285,IN,279,483.76,2026-07-03,5780,PURCHASE
5781,246,IN,114,271.53,2026-07-03,5781,PURCHASE
5782,164,IN,131,4390.69,2026-07-11,5782,PURCHASE
5783,174,IN,241,3089.36,2026-07-11,5783,PURCHASE
5784,277,IN,280,788.84,2026-07-11,5784,PURCHASE
5785,458,IN,315,153.21,2026-07-11,5785,PURCHASE
5786,127,IN,185,1402.84,2026-07-11,5786,PURCHASE
5787,132,IN,255,2112.4,2026-07-11,5787,PURCHASE
5788,159,IN,50,781.86,2026-07-11,5788,PURCHASE
5789,453,IN,438,4855.52,2026-07-20,5789,PURCHASE
5790,52,IN,133,4174.51,2026-07-20,5790,PURCHASE
5791,180,IN,119,3640.47,2026-07-20,5791,PURCHASE
5792,450,IN,144,315.31,2026-07-20,5792,PURCHASE
5793,362,IN,222,602.1,2026-07-20,5793,PURCHASE
5794,150,IN,404,2080.47,2026-07-20,5794,PURCHASE
5795,134,IN,296,2138.09,2026-07-20,5795,PURCHASE
5796,431,IN,288,999.54,2026-08-02,5796,PURCHASE
5797,21,IN,73,156.25,2026-08-02,5797,PURCHASE
5798,206,IN,47,4413.71,2026-08-02,5798,PURCHASE
5799,121,IN,485,3963.1,2026-08-02,5799,PURCHASE
5800,361,IN,121,1281.67,2026-08-02,5800,PURCHASE
5801,70,IN,375,4674.05,2026-08-02,5801,PURCHASE
5802,496,IN,266,3210.94,2026-08-02,5802,PURCHASE
5803,427,IN,327,3574.05,2026-08-02,5803,PURCHASE
5804,23,IN,287,4503.36,2026-08-12,5804,PURCHASE
5805,209,IN,36,2280.95,2026-08-12,5805,PURCHASE
5806,47,IN,172,1749.6,2026-08-12,5806,PURCHASE
5807,39,IN,328,3185.88,2026-08-23,5807,PURCHASE
5808,298,IN,303,2877.35,2026-08-23,5808,PURCHASE
5809,100,IN,354,976.77,2026-08-23,5809,PURCHASE
5810,359,IN,211,3339.62,2026-08-23,5810,PURCHASE
5811,388,IN,156,4271.44,2026-08-23,5811,PURCHASE
5812,49,IN,403,400.78,2026-08-23,5812,PURCHASE
5813,484,IN,231,2689.98,2026-08-23,5813,PURCHASE
5814,460,IN,393,3063.79,2026-08-23,5814,PURCHASE
5815,430,IN,331,649.1,2026-08-23,5815,PURCHASE
5816,48,IN,286,4297.69,2026-09-05,5816,PURCHASE
5817,448,IN,296,3865.3,2026-09-05,5817,PURCHASE
5818,366,IN,219,4793.79,2026-09-05,5818,PURCHASE
5819,98,IN,95,2596.12,2026-09-05,5819,PURCHASE
5820,17,IN,128,1318.11,2026-09-05,5820,PURCHASE
5821,485,IN,307,3020.46,2026-09-05,5821,PURCHASE
5822,408,IN,339,4646.24,2026-09-17,5822,PURCHASE
5823,127,IN,122,329.02,2026-09-17,5823,PURCHASE
5824,147,IN,370,676.21,2026-09-17,5824,PURCHASE
5825,499,IN,224,1825.05,2026-09-17,5825,PURCHASE
5826,325,IN,318,1892.93,2026-09-17,5826,PURCHASE
5827,276,IN,394,2653.67,2026-09-17,5827,PURCHASE
5828,290,IN,239,2175.79,2026-09-17,5828,PURCHASE
5829,418,IN,267,4480.64,2026-09-17,5829,PURCHASE
5830,38,IN,16,2654.27,2026-09-17,5830,PURCHASE
5831,15,OUT,1,2077.14,2025-01-01,1,SALE
5832,64,OUT,7,565.18,2025-01-01,1,SALE
5833,464,OUT,3,4264.61,2025-01-01,1,SALE
5834,433,OUT,5,430.42,2025-01-01,2,SALE
5835,238,OUT,4,1507.93,2025-01-01,2,SALE
5836,341,OUT,7,3960.48,2025-01-01,2,SALE
5837,238,OUT,5,1507.93,2025-01-01,2,SALE
5838,49,OUT,10,507.31,2025-01-01,3,SALE
5839,351,OUT,3,4705.38,2025-01-01,3,SALE
5840,313,OUT,1,278.04,2025-01-01,3,SALE
5841,421,OUT,1,3198.7,2025-01-01,4,SALE
5842,467,OUT,8,1170.6,2025-01-01,4,SALE
5843,457,OUT,7,1770.56,2025-01-01,4,SALE
5844,384,OUT,3,2807.2,2025-01-01,4,SALE
5845,211,OUT,6,1290.84,2025-01-01,4,SALE
5846,412,OUT,3,2652.82,2025-01-02,6,SALE
5847,412,OUT,7,2652.82,2025-01-02,6,SALE
5848,412,OUT,3,2652.82,2025-01-02,6,SALE
5849,412,OUT,8,2652.82,2025-01-02,6,SALE
5850,412,OUT,7,2652.82,2025-01-02,6,SALE
5851,450,OUT,10,1820.95,2025-01-02,7,SALE
5852,497,OUT,3,1973.04,2025-01-02,7,SALE
5853,83,OUT,1,4573.34,2025-01-02,8,SALE
5854,438,OUT,8,2371.54,2025-01-02,9,SALE
5855,343,OUT,9,2915.09,2025-01-02,9,SALE
5856,103,OUT,4,59.09,2025-01-02,9,SALE
5857,157,OUT,1,4549.08,2025-01-02,9,SALE
5858,183,OUT,3,1388.65,2025-01-02,10,SALE
5859,17,OUT,1,1070.09,2025-01-02,10,SALE
5860,293,OUT,1,4419.72,2025-01-02,10,SALE
5861,221,OUT,7,4994.6,2025-01-02,10,SALE
5862,36,OUT,2,167.58,2025-01-02,10,SALE
5863,342,OUT,3,621.6,2025-01-02,11,SALE
5864,488,OUT,9,428.39,2025-01-02,11,SALE
5865,382,OUT,1,4926.94,2025-01-03,13,SALE
5866,62,OUT,10,1081.9,2025-01-03,13,SALE
5867,121,OUT,3,154.25,2025-01-03,13,SALE
5868,251,OUT,8,4322.11,2025-01-03,14,SALE
5869,418,OUT,2,3549.89,2025-01-03,14,SALE
5870,140,OUT,5,2800.27,2025-01-03,14,SALE
5871,476,OUT,5,61.9,2025-01-03,16,SALE
5872,44,OUT,3,2224.91,2025-01-03,16,SALE
5873,423,OUT,3,3208.26,2025-01-03,16,SALE
5874,202,OUT,10,4817.15,2025-01-03,16,SALE
5875,290,OUT,5,3091.09,2025-01-03,18,SALE
5876,331,OUT,10,4239.59,2025-01-03,19,SALE
5877,43,OUT,4,4685.31,2025-01-03,19,SALE
5878,342,OUT,5,621.6,2025-01-03,19,SALE
5879,388,OUT,3,3514.52,2025-01-03,20,SALE
5880,24,OUT,8,4710.02,2025-01-03,20,SALE
5881,217,OUT,4,183.52,2025-01-03,21,SALE
5882,331,OUT,7,4239.59,2025-01-03,21,SALE
5883,398,OUT,8,2417.2,2025-01-04,22,SALE
5884,304,OUT,10,392.13,2025-01-04,22,SALE
5885,373,OUT,7,1543.25,2025-01-04,22,SALE
5886,333,OUT,2,1288.21,2025-01-04,22,SALE
5887,14,OUT,1,1987.35,2025-01-04,23,SALE
5888,438,OUT,3,2371.54,2025-01-04,24,SALE
5889,419,OUT,2,1456.58,2025-01-04,24,SALE
5890,467,OUT,4,1170.6,2025-01-04,25,SALE
5891,467,OUT,3,1170.6,2025-01-04,25,SALE
5892,27,OUT,9,547.59,2025-01-04,26,SALE
5893,458,OUT,2,3544.62,2025-01-04,28,SALE
5894,399,OUT,7,733.54,2025-01-04,28,SALE
5895,481,OUT,5,1150.54,2025-01-04,28,SALE
5896,198,OUT,2,3665.96,2025-01-04,28,SALE
5897,451,OUT,5,3913.86,2025-01-04,29,SALE
5898,171,OUT,7,1940.44,2025-01-04,30,SALE
5899,417,OUT,8,726.23,2025-01-04,30,SALE
5900,492,OUT,9,3982.47,2025-01-04,31,SALE
5901,274,OUT,1,4814.71,2025-01-04,31,SALE
5902,480,OUT,6,1567.68,2025-01-04,31,SALE
5903,476,OUT,9,61.9,2025-01-04,31,SALE
5904,361,OUT,7,853.78,2025-01-04,33,SALE
5905,361,OUT,7,853.78,2025-01-04,33,SALE
5906,361,OUT,9,853.78,2025-01-04,33,SALE
5907,340,OUT,8,4132.29,2025-01-04,33,SALE
5908,307,OUT,1,2812.99,2025-01-04,34,SALE
5909,307,OUT,1,4900.31,2025-01-04,34,SALE
5910,444,OUT,1,1315.79,2025-01-04,36,SALE
5911,256,OUT,3,2956.04,2025-01-04,36,SALE
5912,11,OUT,9,2246.88,2025-01-04,36,SALE
5913,214,OUT,7,1926.69,2025-01-04,36,SALE
5914,303,OUT,5,138.21,2025-01-04,37,SALE
5915,391,OUT,5,2104.26,2025-01-04,37,SALE
5916,42,OUT,1,4891.74,2025-01-04,37,SALE
5917,367,OUT,2,2949.48,2025-01-04,37,SALE
5918,279,OUT,9,4329.51,2025-01-05,39,SALE
5919,385,OUT,5,2901.34,2025-01-05,39,SALE
5920,336,OUT,2,356.69,2025-01-05,39,SALE
5921,385,OUT,4,2901.34,2025-01-05,39,SALE
5922,80,OUT,3,153.24,2025-01-05,39,SALE
5923,339,OUT,7,4606.99,2025-01-05,40,SALE
5924,273,OUT,7,3065.75,2025-01-05,40,SALE
5925,174,OUT,5,4349.09,2025-01-05,42,SALE
5926,495,OUT,5,1746.29,2025-01-05,44,SALE
5927,363,OUT,9,603.94,2025-01-05,44,SALE
5928,28,OUT,9,4087.53,2025-01-05,44,SALE
5929,416,OUT,8,333.81,2025-01-05,44,SALE
5930,328,OUT,7,905.02,2025-01-05,45,SALE
5931,146,OUT,10,3703.61,2025-01-05,45,SALE
5932,149,OUT,8,1642.27,2025-01-05,46,SALE
5933,485,OUT,10,2123.51,2025-01-05,46,SALE
5934,393,OUT,6,4420.35,2025-01-05,46,SALE
5935,201,OUT,3,3645.14,2025-01-05,47,SALE
5936,164,OUT,10,3904.66,2025-01-05,47,SALE
5937,419,OUT,5,1456.58,2025-01-05,47,SALE
5938,294,OUT,6,157.48,2025-01-05,47,SALE
5939,292,OUT,1,2328.45,2025-01-05,47,SALE
5940,217,OUT,6,183.52,2025-01-05,48,SALE
5941,354,OUT,1,2985.78,2025-01-05,49,SALE
5942,479,OUT,9,4376.41,2025-01-05,49,SALE
5943,134,OUT,2,3025.22,2025-01-05,49,SALE
5944,9,OUT,2,654.76,2025-01-05,52,SALE
5945,52,OUT,7,4058.73,2025-01-05,52,SALE
5946,63,OUT,7,4213.48,2025-01-05,52,SALE
5947,316,OUT,7,4126.02,2025-01-05,52,SALE
5948,1,OUT,6,2824.28,2025-01-05,53,SALE
5949,499,OUT,2,1327.45,2025-01-05,53,SALE
5950,466,OUT,2,950.11,2025-01-05,53,SALE
5951,418,OUT,7,3549.89,2025-01-05,53,SALE
5952,3,OUT,2,286.91,2025-01-05,53,SALE
5953,474,OUT,2,2355.6,2025-01-05,54,SALE
5954,447,OUT,6,575.66,2025-01-05,54,SALE
5955,195,OUT,6,682.13,2025-01-06,56,SALE
5956,436,OUT,3,1250.32,2025-01-06,56,SALE
5957,195,OUT,7,682.13,2025-01-06,56,SALE
5958,342,OUT,6,621.6,2025-01-06,58,SALE
5959,377,OUT,4,2822.75,2025-01-06,58,SALE
5960,339,OUT,7,4606.99,2025-01-06,58,SALE
5961,342,OUT,3,621.6,2025-01-06,58,SALE
5962,52,OUT,7,4058.73,2025-01-06,58,SALE
5963,245,OUT,4,763.74,2025-01-06,60,SALE
5964,245,OUT,6,763.74,2025-01-06,60,SALE
5965,245,OUT,4,1225.51,2025-01-06,60,SALE
5966,245,OUT,3,1225.51,2025-01-06,60,SALE
5967,245,OUT,7,1225.51,2025-01-06,60,SALE
5968,52,OUT,10,4058.73,2025-01-06,62,SALE
5969,256,OUT,8,2956.04,2025-01-06,62,SALE
5970,59,OUT,1,2059.63,2025-01-06,63,SALE
5971,291,OUT,6,742.35,2025-01-06,63,SALE
5972,59,OUT,7,2059.63,2025-01-06,63,SALE
5973,165,OUT,5,1189.63,2025-01-06,63,SALE
5974,59,OUT,7,2059.63,2025-01-06,63,SALE
5975,21,OUT,8,1301.59,2025-01-06,64,SALE
5976,137,OUT,7,4611.13,2025-01-06,64,SALE
5977,137,OUT,1,4611.13,2025-01-06,64,SALE
5978,320,OUT,2,2808.61,2025-01-06,64,SALE
5979,158,OUT,3,529.78,2025-01-06,65,SALE
5980,440,OUT,3,4434.7,2025-01-06,65,SALE
5981,328,OUT,5,905.02,2025-01-06,65,SALE
5982,154,OUT,1,861.99,2025-01-06,66,SALE
5983,106,OUT,1,4526.84,2025-01-06,66,SALE
5984,450,OUT,8,1820.95,2025-01-06,66,SALE
5985,495,OUT,2,1746.29,2025-01-06,66,SALE
5986,487,OUT,2,468.28,2025-01-06,66,SALE
5987,67,OUT,6,1270.45,2025-01-06,68,SALE
5988,384,OUT,8,2807.2,2025-01-06,68,SALE
5989,466,OUT,10,950.11,2025-01-06,68,SALE
5990,46,OUT,4,2366.35,2025-01-06,69,SALE
5991,214,OUT,1,1926.69,2025-01-07,70,SALE
5992,301,OUT,2,2293.69,2025-01-07,70,SALE
5993,70,OUT,7,2497.8,2025-01-07,70,SALE
5994,37,OUT,9,1786.92,2025-01-07,70,SALE
5995,310,OUT,7,2593.32,2025-01-07,71,SALE
5996,217,OUT,3,183.52,2025-01-07,71,SALE
5997,77,OUT,3,3269.4,2025-01-07,71,SALE
5998,483,OUT,10,1609.1,2025-01-07,72,SALE
5999,347,OUT,4,3569.22,2025-01-07,72,SALE
6000,122,OUT,7,1181.66,2025-01-07,72,SALE
6001,7,OUT,6,990.25,2025-01-07,72,SALE
6002,431,OUT,6,2622.66,2025-01-07,74,SALE
6003,135,OUT,9,3132.06,2025-01-07,74,SALE
6004,199,OUT,10,2348.18,2025-01-07,74,SALE
6005,342,OUT,10,621.6,2025-01-07,76,SALE
6006,253,OUT,1,1015.37,2025-01-07,77,SALE
6007,289,OUT,4,3817.84,2025-01-07,77,SALE
6008,267,OUT,6,4279.21,2025-01-07,78,SALE
6009,90,OUT,7,1984.08,2025-01-07,78,SALE
6010,438,OUT,1,2371.54,2025-01-07,78,SALE
6011,160,OUT,2,2599.48,2025-01-07,78,SALE
6012,438,OUT,8,2371.54,2025-01-07,78,SALE
6013,144,OUT,3,3472.52,2025-01-08,79,SALE
6014,475,OUT,3,1528.79,2025-01-08,79,SALE
6015,480,OUT,4,1567.68,2025-01-08,79,SALE
6016,236,OUT,1,4559.71,2025-01-08,79,SALE
6017,186,OUT,5,4127.09,2025-01-08,79,SALE
6018,362,OUT,4,771.59,2025-01-08,83,SALE
6019,498,OUT,7,388.44,2025-01-08,83,SALE
6020,345,OUT,2,3252.19,2025-01-08,83,SALE
6021,144,OUT,8,3472.52,2025-01-09,84,SALE
6022,414,OUT,10,2196.09,2025-01-09,84,SALE
6023,73,OUT,2,407.26,2025-01-09,85,SALE
6024,245,OUT,2,1225.51,2025-01-09,85,SALE
6025,155,OUT,6,1485.27,2025-01-09,86,SALE
6026,162,OUT,9,1735.15,2025-01-09,86,SALE
6027,229,OUT,9,959.64,2025-01-09,88,SALE
6028,229,OUT,6,959.64,2025-01-09,88,SALE
6029,287,OUT,2,3923.15,2025-01-09,89,SALE
6030,357,OUT,8,3776.88,2025-01-09,89,SALE
6031,230,OUT,5,3146.98,2025-01-09,89,SALE
6032,320,OUT,10,2808.61,2025-01-09,91,SALE
6033,320,OUT,6,2808.61,2025-01-09,91,SALE
6034,466,OUT,6,950.11,2025-01-09,91,SALE
6035,144,OUT,2,3472.52,2025-01-09,92,SALE
6036,287,OUT,7,3923.15,2025-01-09,92,SALE
6037,326,OUT,3,112.39,2025-01-09,92,SALE
6038,144,OUT,6,3472.52,2025-01-09,92,SALE
6039,395,OUT,3,2185.97,2025-01-09,94,SALE
6040,476,OUT,8,61.9,2025-01-09,95,SALE
6041,443,OUT,6,2774.47,2025-01-10,98,SALE
6042,89,OUT,3,4747.66,2025-01-10,101,SALE
6043,30,OUT,6,3776.85,2025-01-10,101,SALE
6044,83,OUT,4,4573.34,2025-01-10,101,SALE
6045,34,OUT,3,2144.25,2025-01-10,101,SALE
6046,388,OUT,7,3514.52,2025-01-10,102,SALE
6047,117,OUT,8,1052.62,2025-01-10,102,SALE
6048,117,OUT,9,1052.62,2025-01-10,102,SALE
6049,388,OUT,2,3514.52,2025-01-10,102,SALE
6050,170,OUT,6,2055.3,2025-01-10,102,SALE
6051,37,OUT,4,1786.92,2025-01-10,103,SALE
6052,37,OUT,7,1786.92,2025-01-10,103,SALE
6053,382,OUT,9,4926.94,2025-01-10,104,SALE
6054,243,OUT,2,729.46,2025-01-10,104,SALE
6055,174,OUT,1,4349.09,2025-01-10,104,SALE
6056,308,OUT,10,3522.57,2025-01-10,104,SALE
6057,261,OUT,6,1751.2,2025-01-10,104,SALE
6058,322,OUT,10,1990.98,2025-01-10,105,SALE
6059,491,OUT,3,763.31,2025-01-10,105,SALE
6060,127,OUT,7,3351.1,2025-01-10,105,SALE
6061,127,OUT,6,3351.1,2025-01-10,105,SALE
6062,214,OUT,6,1926.69,2025-01-10,105,SALE
6063,104,OUT,5,3862.47,2025-01-11,107,SALE
6064,59,OUT,5,2059.63,2025-01-11,107,SALE
6065,331,OUT,10,4239.59,2025-01-11,107,SALE
6066,335,OUT,4,4022.68,2025-01-11,108,SALE
6067,391,OUT,7,2104.26,2025-01-11,108,SALE
6068,157,OUT,8,4549.08,2025-01-11,108,SALE
6069,320,OUT,3,2808.61,2025-01-11,108,SALE
6070,410,OUT,6,374.54,2025-01-11,109,SALE
6071,5,OUT,3,2477.16,2025-01-11,109,SALE
6072,127,OUT,10,3351.1,2025-01-11,109,SALE
6073,112,OUT,4,1692.86,2025-01-11,111,SALE
6074,113,OUT,8,1787.44,2025-01-11,112,SALE
6075,203,OUT,3,1554.17,2025-01-11,112,SALE
6076,10,OUT,2,576.46,2025-01-11,113,SALE
6077,86,OUT,2,1144.13,2025-01-11,113,SALE
6078,99,OUT,4,1531.87,2025-01-11,113,SALE
6079,209,OUT,6,3438.74,2025-01-11,113,SALE
6080,291,OUT,1,742.35,2025-01-11,114,SALE
6081,160,OUT,10,2599.48,2025-01-12,115,SALE
6082,283,OUT,4,1363.19,2025-01-12,115,SALE
