product_name,product_description,part_number,category_id,supplier_id,storage_location,date_added,last_update,status,unit_cost,retail_price
Auto Part 188,Description for Auto Part 188,PN00188,36,457,Location 1,2025-10-16 00:00:00,2025-11-17 00:00:00,ACTIVE,415.53,582.28
Auto Part 189,Description for Auto Part 189,PN00189,2,990,Location 4,2025-03-17 00:00:00,2025-11-15 00:00:00,ACTIVE,264.24,522.32
Auto Part 190,Description for Auto Part 190,PN00190,51,638,Location 10,2025-05-31 00:00:00,2025-08-11 00:00:00,INACTIVE,447.5,704.06
Auto Part 191,Description for Auto Part 191,PN00191,58,370,Location 2,2025-05-27 00:00:00,2025-07-14 00:00:00,ACTIVE,406.49,464.24
Auto Part 192,Description for Auto Part 192,PN00192,1,756,Location 1,2025-08-16 00:00:00,2026-03-02 00:00:00,ACTIVE,167.56,329.07
Auto Part 193,Description for Auto Part 193,PN00193,70,139,Location 13,2026-01-22 00:00:00,2026-03-01 00:00:00,ACTIVE,416.33,583.8
Auto Part 194,Description for Auto Part 194,PN00194,54,514,Location 6,2025-10-22 00:00:00,2026-03-17 00:00:00,ACTIVE,292.95,667.1
Auto Part 195,Description for Auto Part 195,PN00195,63,473,Location 17,2025-05-30 00:00:00,2025-09-12 00:00:00,ACTIVE,298.22,577.04
Auto Part 196,Description for Auto Part 196,PN00196,10,97,Location 2,2026-04-21 00:00:00,2026-04-22 00:00:00,ACTIVE,181.05,231.37
Auto Part 197,Description for Auto Part 197,PN00197,44,455,Location 12,2026-03-19 00:00:00,2026-03-19 00:00:00,ACTIVE,151.35,206.97
Auto Part 198,Description for Auto Part 198,PN00198,40,530,Location 19,2025-03-27 00:00:00,2025-07-01 00:00:00,INACTIVE,488.62,1020.16
Auto Part 199,Description for Auto Part 199,PN00199,58,717,Location 5,2026-03-22 00:00:00,2026-04-12 00:00:00,ACTIVE,472.57,966.35
Auto Part 200,Description for Auto Part 200,PN00200,46,981,Location 11,2025-05-04 00:00:00,2025-06-15 00:00:00,INACTIVE,100.36,168.77
Auto Part 201,Description for Auto Part 201,PN00201,40,518,Location 4,2025-05-24 00:00:00,2025-09-23 00:00:00,ACTIVE,222.73,504.45
Auto Part 202,Description for Auto Part 202,PN00202,14,310,Location 17,2025-11-28 00:00:00,2026-04-14 00:00:00,ACTIVE,336.18,523.31
Auto Part 203,Description for Auto Part 203,PN00203,20,111,Location 14,2025-05-13 00:00:00,2026-03-28 00:00:00,ACTIVE,71.61,105.4
Auto Part 204,Description for Auto Part 204,PN00204,39,81,Location 12,2026-01-01 00:00:00,2026-03-21 00:00:00,ACTIVE,67.4,143.76
Auto Part 205,Description for Auto Part 205,PN00205,62,142,Location 5,2025-09-15 00:00:00,2025-10-20 00:00:00,ACTIVE,388.09,447.9
Auto Part 206,Description for Auto Part 206,PN00206,14,40,Location 19,2025-07-04 00:00:00,2026-01-27 00:00:00,ACTIVE,369.41,580.67
Auto Part 207,Description for Auto Part 207,PN00207,45,223,Location 15,2025-06-24 00:00:00,2026-04-10 00:00:00,ACTIVE,331.9,749.49
Auto Part 208,Description for Auto Part 208,PN00208,54,139,Location 8,2025-08-22 00:00:00,2026-03-08 00:00:00,ACTIVE,125.44,270.28
Auto Part 209,Description for Auto Part 209,PN00209,33,726,Location 10,2025-05-20 00:00:00,2025-08-26 00:00:00,ACTIVE,210.68,386.35
Auto Part 210,Description for Auto Part 210,PN00210,39,15,Location 1,2026-03-30 00:00:00,2026-04-02 00:00:00,INACTIVE,437.11,1084.4
Auto Part 211,Description for Auto Part 211,PN00211,2,514,Location 6,2025-10-02 00:00:00,2026-03-25 00:00:00,ACTIVE,343.58,458.37
Auto Part 212,Description for Auto Part 212,PN00212,55,432,Location 12,2025-04-29 00:00:00,2025-07-31 00:00:00,ACTIVE,64.97,94.8
Auto Part 213,Description for Auto Part 213,PN00213,49,493,Location 13,2026-02-06 00:00:00,2026-03-23 00:00:00,ACTIVE,468.56,1066.99
Auto Part 214,Description for Auto Part 214,PN00214,24,633,Location 10,2025-11-14 00:00:00,2025-11-22 00:00:00,INACTIVE,279.38,539.1
Auto Part 215,Description for Auto Part 215,PN00215,52,144,Location 17,2026-04-20 00:00:00,2026-04-26 00:00:00,ACTIVE,150.64,315.3
Auto Part 216,Description for Auto Part 216,PN00216,38,701,Location 12,2025-12-22 00:00:00,2026-02-14 00:00:00,INACTIVE,368.37,779.07
Auto Part 217,Description for Auto Part 217,PN00217,60,209,Location 12,2025-12-19 00:00:00,2026-04-27 00:00:00,ACTIVE,325.47,695.95
Auto Part 218,Description for Auto Part 218,PN00218,59,111,Location 13,2025-12-13 00:00:00,2026-03-20 00:00:00,ACTIVE,51.85,93.94
Auto Part 219,Description for Auto Part 219,PN00219,32,882,Location 10,2026-04-17 00:00:00,2026-04-22 00:00:00,ACTIVE,379.58,435.99
Auto Part 220,Description for Auto Part 220,PN00220,39,556,Location 19,2026-02-21 00:00:00,2026-04-09 00:00:00,ACTIVE,499.5,590.26
Auto Part 221,Description for Auto Part 221,PN00221,38,448,Location 20,2025-08-09 00:00:00,2026-02-12 00:00:00,INACTIVE,396.63,529.11
Auto Part 222,Description for Auto Part 222,PN00222,21,429,Location 15,2026-02-19 00:00:00,2026-03-16 00:00:00,ACTIVE,357.41,445.07
Auto Part 223,Description for Auto Part 223,PN00223,44,973,Location 13,2025-04-05 00:00:00,2026-03-24 00:00:00,ACTIVE,406.78,882.81
Auto Part 224,Description for Auto Part 224,PN00224,52,88,Location 16,2025-06-01 00:00:00,2025-08-12 00:00:00,ACTIVE,388.23,810.74
Auto Part 225,Description for Auto Part 225,PN00225,45,569,Location 1,2025-06-08 00:00:00,2026-03-22 00:00:00,ACTIVE,360.7,728.62
Auto Part 226,Description for Auto Part 226,PN00226,63,144,Location 4,2026-01-31 00:00:00,2026-04-08 00:00:00,ACTIVE,331.85,753.72
Auto Part 227,Description for Auto Part 227,PN00227,16,287,Location 3,2025-12-22 00:00:00,2026-04-20 00:00:00,ACTIVE,419.35,915.96
Auto Part 228,Description for Auto Part 228,PN00228,49,483,Location 18,2025-05-12 00:00:00,2025-10-27 00:00:00,ACTIVE,492.27,758.06
Auto Part 229,Description for Auto Part 229,PN00229,10,731,Location 11,2025-11-20 00:00:00,2026-02-13 00:00:00,ACTIVE,359.51,743.58
Auto Part 230,Description for Auto Part 230,PN00230,13,161,Location 14,2026-03-20 00:00:00,2026-04-13 00:00:00,ACTIVE,424.66,633.74
Auto Part 231,Description for Auto Part 231,PN00231,60,358,Location 11,2025-11-22 00:00:00,2025-11-26 00:00:00,ACTIVE,402.93,462.25
Auto Part 232,Description for Auto Part 232,PN00232,13,937,Location 12,2025-04-11 00:00:00,2025-08-02 00:00:00,ACTIVE,95.93,238.76
Auto Part 233,Description for Auto Part 233,PN00233,54,324,Location 9,2026-02-01 00:00:00,2026-03-07 00:00:00,ACTIVE,152.19,351.58
Auto Part 234,Description for Auto Part 234,PN00234,27,944,Location 15,2025-09-28 00:00:00,2025-11-19 00:00:00,ACTIVE,262.23,594.96
Auto Part 235,Description for Auto Part 235,PN00235,55,672,Location 8,2026-04-11 00:00:00,2026-04-21 00:00:00,ACTIVE,235.69,270.37
Auto Part 236,Description for Auto Part 236,PN00236,41,81,Location 20,2025-01-23 00:00:00,2025-05-29 00:00:00,ACTIVE,83.49,93.23
Auto Part 237,Description for Auto Part 237,PN00237,11,568,Location 6,2025-01-25 00:00:00,2025-08-17 00:00:00,INACTIVE,449.45,1036.14
Auto Part 238,Description for Auto Part 238,PN00238,54,171,Location 3,2026-02-19 00:00:00,2026-04-20 00:00:00,ACTIVE,404.21,532.05
Auto Part 239,Description for Auto Part 239,PN00239,36,332,Location 20,2026-03-11 00:00:00,2026-04-25 00:00:00,ACTIVE,63.96,80.43
Auto Part 240,Description for Auto Part 240,PN00240,22,713,Location 16,2025-04-27 00:00:00,2025-12-10 00:00:00,ACTIVE,433.12,638.8
Auto Part 241,Description for Auto Part 241,PN00241,26,906,Location 11,2025-12-14 00:00:00,2026-04-07 00:00:00,ACTIVE,200.06,248.72
Auto Part 242,Description for Auto Part 242,PN00242,68,345,Location 15,2025-02-06 00:00:00,2026-02-22 00:00:00,ACTIVE,192.98,298.94
Auto Part 243,Description for Auto Part 243,PN00243,38,982,Location 20,2025-10-07 00:00:00,2026-01-18 00:00:00,ACTIVE,228.49,299.97
Auto Part 244,Description for Auto Part 244,PN00244,29,9,Location 4,2026-03-01 00:00:00,2026-03-11 00:00:00,INACTIVE,308.85,512.03
Auto Part 245,Description for Auto Part 245,PN00245,8,886,Location 15,2025-03-12 00:00:00,2025-04-16 00:00:00,ACTIVE,317.38,561.96
Auto Part 246,Description for Auto Part 246,PN00246,16,858,Location 9,2025-11-13 00:00:00,2026-02-28 00:00:00,ACTIVE,288.14,364.11
Auto Part 247,Description for Auto Part 247,PN00247,16,272,Location 14,2026-02-11 00:00:00,2026-03-11 00:00:00,ACTIVE,252.3,531.44
Auto Part 248,Description for Auto Part 248,PN00248,23,289,Location 11,2025-11-13 00:00:00,2026-04-25 00:00:00,ACTIVE,93.54,211.23
Auto Part 249,Description for Auto Part 249,PN00249,54,46,Location 11,2025-04-15 00:00:00,2026-04-22 00:00:00,ACTIVE,464.97,845.22
Auto Part 250,Description for Auto Part 250,PN00250,67,621,Location 1,2025-04-27 00:00:00,2025-06-29 00:00:00,INACTIVE,409.5,988.56
Auto Part 251,Description for Auto Part 251,PN00251,2,254,Location 13,2025-09-19 00:00:00,2026-03-14 00:00:00,ACTIVE,493.35,1056.56
Auto Part 252,Description for Auto Part 252,PN00252,39,245,Location 11,2026-02-06 00:00:00,2026-03-02 00:00:00,ACTIVE,282.33,321.69
Auto Part 253,Description for Auto Part 253,PN00253,32,244,Location 10,2025-02-17 00:00:00,2026-02-06 00:00:00,INACTIVE,106.16,186.86
Auto Part 254,Description for Auto Part 254,PN00254,67,654,Location 9,2025-12-13 00:00:00,2026-03-16 00:00:00,ACTIVE,309.84,372.21
Auto Part 255,Description for Auto Part 255,PN00255,33,231,Location 18,2025-02-12 00:00:00,2025-04-30 00:00:00,ACTIVE,424.81,587.86
Auto Part 256,Description for Auto Part 256,PN00256,53,167,Location 7,2026-01-29 00:00:00,2026-04-04 00:00:00,ACTIVE,352.19,589.34
Auto Part 257,Description for Auto Part 257,PN00257,67,509,Location 12,2025-11-27 00:00:00,2026-03-10 00:00:00,INACTIVE,331.03,385.07
Auto Part 258,Description for Auto Part 258,PN00258,36,538,Location 2,2026-02-02 00:00:00,2026-03-16 00:00:00,ACTIVE,138.72,337.1
Auto Part 259,Description for Auto Part 259,PN00259,30,390,Location 14,2025-06-28 00:00:00,2025-09-07 00:00:00,ACTIVE,308.28,715.66
Auto Part 260,Description for Auto Part 260,PN00260,2,851,Location 18,2025-07-29 00:00:00,2025-09-25 00:00:00,ACTIVE,474.13,769.37
Auto Part 261,Description for Auto Part 261,PN00261,1,868,Location 5,2025-08-28 00:00:00,2026-01-13 00:00:00,INACTIVE,428.2,980.41
Auto Part 262,Description for Auto Part 262,PN00262,8,817,Location 16,2025-03-08 00:00:00,2025-07-13 00:00:00,ACTIVE,158.99,250.27
Auto Part 263,Description for Auto Part 263,PN00263,33,330,Location 10,2025-09-19 00:00:00,2025-11-10 00:00:00,ACTIVE,446.23,517.08
Auto Part 264,Description for Auto Part 264,PN00264,19,421,Location 14,2025-10-29 00:00:00,2026-04-15 00:00:00,INACTIVE,394.88,776.92
Auto Part 265,Description for Auto Part 265,PN00265,17,733,Location 9,2026-03-21 00:00:00,2026-04-15 00:00:00,ACTIVE,197.29,443.81
Auto Part 266,Description for Auto Part 266,PN00266,50,465,Location 5,2025-04-12 00:00:00,2025-12-30 00:00:00,ACTIVE,310.18,744.53
Auto Part 267,Description for Auto Part 267,PN00267,48,991,Location 13,2026-03-21 00:00:00,2026-04-08 00:00:00,INACTIVE,437.71,739.05
Auto Part 268,Description for Auto Part 268,PN00268,55,206,Location 8,2025-03-14 00:00:00,2026-03-14 00:00:00,ACTIVE,292.67,656.31
Auto Part 269,Description for Auto Part 269,PN00269,3,225,Location 7,2026-04-16 00:00:00,2026-04-25 00:00:00,INACTIVE,274.39,456.74
Auto Part 270,Description for Auto Part 270,PN00270,27,519,Location 18,2026-03-15 00:00:00,2026-04-21 00:00:00,ACTIVE,417.65,884.03
Auto Part 271,Description for Auto Part 271,PN00271,41,374,Location 18,2025-11-09 00:00:00,2025-11-25 00:00:00,ACTIVE,332.35,405.8
Auto Part 272,Description for Auto Part 272,PN00272,40,375,Location 6,2025-01-08 00:00:00,2026-04-05 00:00:00,ACTIVE,294.33,376.14
Auto Part 273,Description for Auto Part 273,PN00273,66,810,Location 20,2025-06-06 00:00:00,2026-01-29 00:00:00,ACTIVE,324.18,716.89
Auto Part 274,Description for Auto Part 274,PN00274,42,742,Location 16,2025-01-16 00:00:00,2025-03-29 00:00:00,ACTIVE,490.2,1104.07
Auto Part 275,Description for Auto Part 275,PN00275,16,272,Location 2,2025-06-23 00:00:00,2026-02-22 00:00:00,INACTIVE,279.94,356.84
Auto Part 276,Description for Auto Part 276,PN00276,20,195,Location 13,2025-12-23 00:00:00,2026-01-28 00:00:00,ACTIVE,198.34,394.8
Auto Part 277,Description for Auto Part 277,PN00277,43,953,Location 4,2025-11-12 00:00:00,2025-11-19 00:00:00,ACTIVE,349.71,523.57
Auto Part 278,Description for Auto Part 278,PN00278,23,116,Location 5,2025-03-26 00:00:00,2025-05-12 00:00:00,ACTIVE,438.3,552.23
Auto Part 279,Description for Auto Part 279,PN00279,48,601,Location 11,2026-03-03 00:00:00,2026-04-06 00:00:00,ACTIVE,362.18,745.89
Auto Part 280,Description for Auto Part 280,PN00280,44,749,Location 10,2025-04-28 00:00:00,2025-06-22 00:00:00,ACTIVE,71.28,170.78
Auto Part 281,Description for Auto Part 281,PN00281,58,295,Location 18,2025-12-08 00:00:00,2025-12-23 00:00:00,ACTIVE,130.28,185.11
Auto Part 282,Description for Auto Part 282,PN00282,6,81,Location 12,2026-03-19 00:00:00,2026-03-19 00:00:00,ACTIVE,129.47,281.67
Auto Part 283,Description for Auto Part 283,PN00283,59,801,Location 12,2025-08-28 00:00:00,2025-08-28 00:00:00,ACTIVE,349.19,564.74
Auto Part 284,Description for Auto Part 284,PN00284,38,509,Location 7,2025-03-28 00:00:00,2025-12-26 00:00:00,ACTIVE,213.99,246.28
Auto Part 285,Description for Auto Part 285,PN00285,4,227,Location 20,2026-02-06 00:00:00,2026-03-12 00:00:00,ACTIVE,455.54,1053.93
Auto Part 286,Description for Auto Part 286,PN00286,66,501,Location 13,2025-06-12 00:00:00,2025-09-02 00:00:00,ACTIVE,206.73,367.0
Auto Part 287,Description for Auto Part 287,PN00287,56,815,Location 8,2025-10-27 00:00:00,2026-01-14 00:00:00,ACTIVE,122.19,294.06
Auto Part 288,Description for Auto Part 288,PN00288,66,684,Location 3,2026-03-17 00:00:00,2026-04-01 00:00:00,ACTIVE,177.43,427.5
Auto Part 289,Description for Auto Part 289,PN00289,19,382,Location 12,2026-03-19 00:00:00,2026-04-01 00:00:00,INACTIVE,162.54,341.85
Auto Part 290,Description for Auto Part 290,PN00290,48,302,Location 13,2025-02-27 00:00:00,2025-04-18 00:00:00,INACTIVE,92.92,164.16
Auto Part 291,Description for Auto Part 291,PN00291,46,358,Location 7,2025-08-05 00:00:00,2026-03-03 00:00:00,ACTIVE,233.94,513.43
Auto Part 292,Description for Auto Part 292,PN00292,18,754,Location 5,2025-02-01 00:00:00,2025-02-20 00:00:00,ACTIVE,344.87,466.29
Auto Part 293,Description for Auto Part 293,PN00293,26,706,Location 15,2025-05-28 00:00:00,2026-03-16 00:00:00,INACTIVE,175.51,347.56
Auto Part 294,Description for Auto Part 294,PN00294,40,59,Location 8,2025-07-17 00:00:00,2026-04-14 00:00:00,INACTIVE,98.98,204.45
Auto Part 295,Description for Auto Part 295,PN00295,10,535,Location 11,2025-08-16 00:00:00,2025-09-06 00:00:00,ACTIVE,87.52,119.53
Auto Part 296,Description for Auto Part 296,PN00296,15,989,Location 2,2026-04-11 00:00:00,2026-04-17 00:00:00,ACTIVE,293.09,357.35
Auto Part 297,Description for Auto Part 297,PN00297,26,921,Location 2,2025-01-23 00:00:00,2025-11-04 00:00:00,ACTIVE,279.95,421.56
Auto Part 298,Description for Auto Part 298,PN00298,13,464,Location 1,2026-03-01 00:00:00,2026-04-13 00:00:00,ACTIVE,283.53,454.34
Auto Part 299,Description for Auto Part 299,PN00299,8,659,Location 1,2025-03-16 00:00:00,2025-09-04 00:00:00,ACTIVE,412.49,724.54
Auto Part 300,Description for Auto Part 300,PN00300,67,559,Location 10,2026-03-15 00:00:00,2026-04-14 00:00:00,ACTIVE,268.63,443.56
Auto Part 301,Description for Auto Part 301,PN00301,40,912,Location 6,2025-04-05 00:00:00,2025-07-10 00:00:00,ACTIVE,287.2,373.62
Auto Part 302,Description for Auto Part 302,PN00302,31,493,Location 13,2025-03-17 00:00:00,2025-06-27 00:00:00,ACTIVE,57.76,128.99
Auto Part 303,Description for Auto Part 303,PN00303,44,982,Location 1,2025-06-02 00:00:00,2025-11-28 00:00:00,ACTIVE,118.1,252.53
Auto Part 304,Description for Auto Part 304,PN00304,12,261,Location 8,2026-04-08 00:00:00,2026-04-19 00:00:00,ACTIVE,109.67,183.6
Auto Part 305,Description for Auto Part 305,PN00305,8,791,Location 4,2025-04-18 00:00:00,2026-02-21 00:00:00,ACTIVE,266.2,320.4
Auto Part 306,Description for Auto Part 306,PN00306,29,166,Location 12,2025-03-23 00:00:00,2026-02-26 00:00:00,ACTIVE,291.6,436.98
Auto Part 307,Description for Auto Part 307,PN00307,29,622,Location 5,2025-07-20 00:00:00,2026-03-09 00:00:00,ACTIVE,137.77,327.37
Auto Part 308,Description for Auto Part 308,PN00308,24,39,Location 5,2025-07-29 00:00:00,2025-12-07 00:00:00,ACTIVE,496.84,974.13
Auto Part 309,Description for Auto Part 309,PN00309,12,566,Location 1,2025-01-16 00:00:00,2025-05-26 00:00:00,ACTIVE,356.42,768.82
Auto Part 310,Description for Auto Part 310,PN00310,60,973,Location 5,2026-04-12 00:00:00,2026-04-14 00:00:00,ACTIVE,298.03,413.01
Auto Part 311,Description for Auto Part 311,PN00311,65,211,Location 17,2026-01-21 00:00:00,2026-04-14 00:00:00,ACTIVE,162.85,200.43
Auto Part 312,Description for Auto Part 312,PN00312,30,818,Location 1,2026-01-10 00:00:00,2026-01-27 00:00:00,ACTIVE,115.34,274.25
Auto Part 313,Description for Auto Part 313,PN00313,34,395,Location 3,2025-09-11 00:00:00,2026-01-21 00:00:00,INACTIVE,249.79,548.62
Auto Part 314,Description for Auto Part 314,PN00314,61,465,Location 3,2025-12-20 00:00:00,2026-01-16 00:00:00,ACTIVE,252.17,580.68
Auto Part 315,Description for Auto Part 315,PN00315,50,624,Location 10,2026-04-09 00:00:00,2026-04-12 00:00:00,ACTIVE,463.74,1042.51
Auto Part 316,Description for Auto Part 316,PN00316,15,811,Location 18,2025-04-14 00:00:00,2025-04-25 00:00:00,ACTIVE,428.27,558.98
Auto Part 317,Description for Auto Part 317,PN00317,20,507,Location 10,2026-01-01 00:00:00,2026-03-14 00:00:00,INACTIVE,352.4,713.48
Auto Part 318,Description for Auto Part 318,PN00318,24,165,Location 20,2025-08-03 00:00:00,2026-04-04 00:00:00,ACTIVE,318.97,726.28
Auto Part 319,Description for Auto Part 319,PN00319,60,973,Location 12,2025-06-24 00:00:00,2025-07-06 00:00:00,ACTIVE,290.35,494.89
Auto Part 320,Description for Auto Part 320,PN00320,11,807,Location 19,2026-04-05 00:00:00,2026-04-23 00:00:00,ACTIVE,399.55,579.43
Auto Part 321,Description for Auto Part 321,PN00321,8,489,Location 16,2025-02-18 00:00:00,2025-11-16 00:00:00,ACTIVE,283.73,534.15
Auto Part 322,Description for Auto Part 322,PN00322,19,433,Location 4,2025-12-30 00:00:00,2026-04-14 00:00:00,ACTIVE,277.12,427.93
Auto Part 323,Description for Auto Part 323,PN00323,20,813,Location 15,2025-10-03 00:00:00,2026-01-27 00:00:00,ACTIVE,321.07,371.27
Auto Part 324,Description for Auto Part 324,PN00324,15,362,Location 15,2025-12-13 00:00:00,2025-12-16 00:00:00,ACTIVE,271.71,551.76
Auto Part 325,Description for Auto Part 325,PN00325,34,223,Location 11,2025-11-10 00:00:00,2025-12-13 00:00:00,ACTIVE,477.82,852.06
Auto Part 326,Description for Auto Part 326,PN00326,2,707,Location 17,2025-04-18 00:00:00,2026-01-19 00:00:00,ACTIVE,476.07,788.35
Auto Part 327,Description for Auto Part 327,PN00327,53,440,Location 14,2026-03-07 00:00:00,2026-04-05 00:00:00,ACTIVE,120.12,223.65
Auto Part 328,Description for Auto Part 328,PN00328,57,26,Location 11,2025-10-12 00:00:00,2025-10-20 00:00:00,ACTIVE,118.8,168.84
Auto Part 329,Description for Auto Part 329,PN00329,28,207,Location 11,2025-10-22 00:00:00,2026-01-19 00:00:00,ACTIVE,193.29,277.68
Auto Part 330,Description for Auto Part 330,PN00330,49,15,Location 15,2025-09-27 00:00:00,2026-03-27 00:00:00,ACTIVE,87.41,189.25
Auto Part 331,Description for Auto Part 331,PN00331,6,176,Location 17,2025-12-28 00:00:00,2026-01-14 00:00:00,ACTIVE,179.92,437.5
Auto Part 332,Description for Auto Part 332,PN00332,67,21,Location 11,2025-01-28 00:00:00,2026-03-24 00:00:00,ACTIVE,379.16,528.63
Auto Part 333,Description for Auto Part 333,PN00333,39,788,Location 2,2025-04-28 00:00:00,2025-11-08 00:00:00,ACTIVE,59.33,93.08
Auto Part 334,Description for Auto Part 334,PN00334,64,961,Location 12,2025-05-20 00:00:00,2025-09-30 00:00:00,INACTIVE,134.21,268.85
Auto Part 335,Description for Auto Part 335,PN00335,41,965,Location 16,2026-01-23 00:00:00,2026-04-08 00:00:00,ACTIVE,287.94,624.15
Auto Part 336,Description for Auto Part 336,PN00336,8,199,Location 6,2025-12-24 00:00:00,2026-02-18 00:00:00,ACTIVE,223.51,546.87
Auto Part 337,Description for Auto Part 337,PN00337,54,381,Location 1,2025-05-01 00:00:00,2025-11-23 00:00:00,ACTIVE,301.6,399.53
Auto Part 338,Description for Auto Part 338,PN00338,6,389,Location 14,2025-12-23 00:00:00,2025-12-25 00:00:00,ACTIVE,348.51,695.57
Auto Part 339,Description for Auto Part 339,PN00339,35,400,Location 20,2025-10-21 00:00:00,2026-04-08 00:00:00,ACTIVE,380.16,673.08
Auto Part 340,Description for Auto Part 340,PN00340,57,929,Location 15,2026-02-04 00:00:00,2026-04-03 00:00:00,ACTIVE,338.93,503.05
Auto Part 341,Description for Auto Part 341,PN00341,11,853,Location 5,2026-02-24 00:00:00,2026-04-17 00:00:00,ACTIVE,184.79,301.03
Auto Part 342,Description for Auto Part 342,PN00342,29,955,Location 16,2025-02-15 00:00:00,2025-05-14 00:00:00,ACTIVE,444.07,496.89
Auto Part 343,Description for Auto Part 343,PN00343,29,421,Location 13,2025-05-12 00:00:00,2026-04-14 00:00:00,ACTIVE,173.31,370.53
Auto Part 344,Description for Auto Part 344,PN00344,53,338,Location 14,2026-01-03 00:00:00,2026-01-24 00:00:00,ACTIVE,260.13,623.67
Auto Part 345,Description for Auto Part 345,PN00345,68,974,Location 3,2026-01-10 00:00:00,2026-03-08 00:00:00,ACTIVE,360.66,851.4
Auto Part 346,Description for Auto Part 346,PN00346,46,93,Location 16,2025-12-25 00:00:00,2026-04-20 00:00:00,INACTIVE,58.23,113.88
Auto Part 347,Description for Auto Part 347,PN00347,34,579,Location 9,2025-10-16 00:00:00,2026-01-27 00:00:00,ACTIVE,331.15,542.24
Auto Part 348,Description for Auto Part 348,PN00348,21,348,Location 3,2025-01-17 00:00:00,2026-04-03 00:00:00,INACTIVE,491.55,1081.1
Auto Part 349,Description for Auto Part 349,PN00349,38,945,Location 2,2025-11-13 00:00:00,2025-11-21 00:00:00,INACTIVE,77.1,179.12
Auto Part 350,Description for Auto Part 350,PN00350,53,387,Location 16,2025-10-25 00:00:00,2026-03-07 00:00:00,INACTIVE,129.14,189.86
Auto Part 351,Description for Auto Part 351,PN00351,12,162,Location 1,2025-08-27 00:00:00,2026-03-23 00:00:00,ACTIVE,1308.0,2298.21
Auto Part 352,Description for Auto Part 352,PN00352,49,705,Location 20,2025-05-24 00:00:00,2025-06-15 00:00:00,INACTIVE,1250.89,2233.69
Auto Part 353,Description for Auto Part 353,PN00353,15,805,Location 4,2025-03-11 00:00:00,2025-10-18 00:00:00,ACTIVE,1387.12,2087.81
Auto Part 354,Description for Auto Part 354,PN00354,54,644,Location 4,2026-02-23 00:00:00,2026-03-31 00:00:00,ACTIVE,1681.78,2420.89
Auto Part 355,Description for Auto Part 355,PN00355,66,988,Location 9,2025-10-27 00:00:00,2026-04-24 00:00:00,ACTIVE,1197.75,1458.48
Auto Part 356,Description for Auto Part 356,PN00356,45,516,Location 6,2025-07-02 00:00:00,2025-08-11 00:00:00,ACTIVE,918.42,1150.26
Auto Part 357,Description for Auto Part 357,PN00357,25,827,Location 18,2025-06-17 00:00:00,2026-01-08 00:00:00,INACTIVE,1872.99,3372.87
Auto Part 358,Description for Auto Part 358,PN00358,62,514,Location 8,2026-03-02 00:00:00,2026-03-10 00:00:00,ACTIVE,505.29,798.01
Auto Part 359,Description for Auto Part 359,PN00359,69,77,Location 18,2025-07-10 00:00:00,2025-09-14 00:00:00,ACTIVE,869.25,1526.1
Auto Part 360,Description for Auto Part 360,PN00360,47,843,Location 5,2025-01-31 00:00:00,2026-02-01 00:00:00,ACTIVE,517.4,637.71
Auto Part 361,Description for Auto Part 361,PN00361,21,267,Location 18,2025-10-06 00:00:00,2026-03-04 00:00:00,ACTIVE,1480.63,2380.66
Auto Part 362,Description for Auto Part 362,PN00362,26,758,Location 17,2026-03-06 00:00:00,2026-03-28 00:00:00,INACTIVE,1108.6,1633.45
Auto Part 363,Description for Auto Part 363,PN00363,44,573,Location 11,2026-02-05 00:00:00,2026-04-19 00:00:00,ACTIVE,852.87,1686.82
Auto Part 364,Description for Auto Part 364,PN00364,5,227,Location 10,2025-04-24 00:00:00,2026-02-04 00:00:00,ACTIVE,1230.12,1499.76
Auto Part 365,Description for Auto Part 365,PN00365,51,918,Location 2,2025-03-22 00:00:00,2025-06-15 00:00:00,ACTIVE,945.71,1135.47
Auto Part 366,Description for Auto Part 366,PN00366,69,619,Location 8,2026-04-21 00:00:00,2026-04-21 00:00:00,ACTIVE,1116.36,1356.93
Auto Part 367,Description for Auto Part 367,PN00367,7,740,Location 7,2025-05-23 00:00:00,2025-07-21 00:00:00,ACTIVE,1996.39,2640.16
Auto Part 368,Description for Auto Part 368,PN00368,63,549,Location 19,2026-01-02 00:00:00,2026-02-08 00:00:00,ACTIVE,1413.59,1801.25
Auto Part 369,Description for Auto Part 369,PN00369,29,917,Location 13,2025-06-18 00:00:00,2026-04-07 00:00:00,ACTIVE,644.32,871.21
Auto Part 370,Description for Auto Part 370,PN00370,69,144,Location 19,2026-01-11 00:00:00,2026-01-18 00:00:00,ACTIVE,1298.52,1586.86
Auto Part 371,Description for Auto Part 371,PN00371,23,147,Location 10,2025-08-25 00:00:00,2026-01-16 00:00:00,INACTIVE,610.7,1107.31
Auto Part 372,Description for Auto Part 372,PN00372,33,794,Location 10,2026-03-20 00:00:00,2026-04-19 00:00:00,ACTIVE,1312.22,2515.18
Auto Part 373,Description for Auto Part 373,PN00373,20,106,Location 3,2026-03-03 00:00:00,2026-03-20 00:00:00,ACTIVE,1198.43,2240.9
Auto Part 374,Description for Auto Part 374,PN00374,27,259,Location 13,2025-05-25 00:00:00,2026-03-14 00:00:00,ACTIVE,1450.37,1923.01
