batch_id,product_id,supplier_id,quantity_received,quantity_remaining,unit_cost,date_received,barcode,po_id
1490,36,4,49,49,274.1,2026-07-04,BATCH001490,230
1491,422,4,291,0,3116.14,2026-07-04,BATCH001491,230
1492,49,4,110,0,3050.63,2026-07-04,BATCH001492,230
1493,39,4,357,155,1557.52,2026-07-04,BATCH001493,230
1494,497,4,286,286,488.69,2026-07-04,BATCH001494,230
1495,58,4,260,188,3573.77,2026-07-04,BATCH001495,230
1496,114,4,388,78,4656.58,2026-07-04,BATCH001496,230
1497,50,4,295,0,1804.02,2026-07-04,BATCH001497,230
1498,414,4,97,0,1222.03,2026-07-16,BATCH001498,231
1499,472,4,477,14,412.41,2026-07-16,BATCH001499,231
1500,356,4,431,416,3633.37,2026-07-16,BATCH001500,231
1501,29,4,52,52,4542.38,2026-07-27,BATCH001501,232
1502,261,4,360,360,429.05,2026-07-27,BATCH001502,232
1503,237,4,259,0,2897.32,2026-07-27,BATCH001503,232
1504,226,4,392,0,2496.15,2026-07-27,BATCH001504,232
1505,442,4,322,148,4391.99,2026-07-27,BATCH001505,232
1506,462,4,325,0,3530.26,2026-08-04,BATCH001506,233
1507,354,4,163,163,2941.82,2026-08-04,BATCH001507,233
1508,310,4,426,214,2849.56,2026-08-04,BATCH001508,233
1509,35,4,283,196,393.7,2026-08-04,BATCH001509,233
1510,394,4,171,171,2393.66,2026-08-04,BATCH001510,233
1511,70,4,339,316,2017.26,2026-08-04,BATCH001511,233
1512,252,4,117,117,346.26,2026-08-04,BATCH001512,233
1513,54,4,170,170,3557.61,2026-08-04,BATCH001513,233
1514,272,4,322,0,4247.99,2026-08-04,BATCH001514,233
1515,230,4,162,0,3629.95,2026-08-04,BATCH001515,233
1516,149,4,252,252,3005.61,2026-08-13,BATCH001516,234
1517,65,4,147,87,4010.18,2026-08-13,BATCH001517,234
1518,268,4,37,0,2154.74,2026-08-13,BATCH001518,234
1519,275,4,296,151,4751.33,2026-08-13,BATCH001519,234
1520,102,4,271,229,401.09,2026-08-13,BATCH001520,234
1521,73,4,474,474,1463.52,2026-08-13,BATCH001521,234
1522,59,4,272,272,531.46,2026-08-13,BATCH001522,234
1523,334,4,145,43,2360.23,2026-08-13,BATCH001523,234
1524,234,4,393,393,1317.88,2026-08-13,BATCH001524,234
1525,272,4,420,0,3769.47,2026-08-20,BATCH001525,235
1526,402,4,245,245,804.46,2026-08-20,BATCH001526,235
1527,378,4,413,0,136.83,2026-08-20,BATCH001527,235
1528,476,4,301,0,1421.85,2026-08-20,BATCH001528,235
1529,408,4,347,347,182.77,2026-08-29,BATCH001529,236
1530,304,4,337,337,863.03,2026-08-29,BATCH001530,236
1531,5,4,387,352,3471.43,2026-08-29,BATCH001531,236
1532,305,4,336,170,2236.75,2026-09-11,BATCH001532,237
1533,346,4,228,0,170.28,2026-09-11,BATCH001533,237
1534,405,4,72,72,3732.9,2026-09-11,BATCH001534,237
1535,277,4,397,397,348.71,2026-09-11,BATCH001535,237
1536,332,4,110,10,4213.66,2026-09-19,BATCH001536,238
1537,373,4,393,151,3289.79,2026-09-19,BATCH001537,238
1538,457,4,352,0,4019.26,2026-09-19,BATCH001538,238
1539,58,4,385,0,3549.82,2026-09-19,BATCH001539,238
1540,51,4,329,0,4634.2,2026-09-19,BATCH001540,238
1541,432,4,243,2,1727.93,2026-09-19,BATCH001541,238
1542,130,4,390,390,3300.5,2026-09-19,BATCH001542,238
1543,392,4,237,237,4772.26,2026-09-19,BATCH001543,238
1544,160,4,477,0,765.99,2026-09-19,BATCH001544,238
1545,126,4,410,0,4572.63,2026-09-19,BATCH001545,238
1546,333,4,112,49,2457.68,2026-09-27,BATCH001546,239
1547,331,4,33,0,3326.34,2026-09-27,BATCH001547,239
1548,458,4,172,172,3920.69,2026-09-27,BATCH001548,239
1549,431,4,311,311,246.96,2026-10-10,BATCH001549,240
1550,133,4,296,259,619.64,2026-10-10,BATCH001550,240
1551,64,4,233,0,780.31,2026-10-10,BATCH001551,240
1552,401,4,230,230,2396.31,2026-10-10,BATCH001552,240
1553,312,4,164,0,1262.91,2026-10-10,BATCH001553,240
1554,10,4,204,0,332.5,2026-10-10,BATCH001554,240
1555,249,4,277,0,4113.72,2026-10-10,BATCH001555,240
1556,178,5,158,0,576.97,2025-01-08,BATCH001556,241
1557,98,5,414,0,2672.89,2025-01-08,BATCH001557,241
1558,428,5,311,0,4189.04,2025-01-08,BATCH001558,241
1559,203,5,108,0,1554.17,2025-01-08,BATCH001559,241
1560,112,5,403,0,3532.28,2025-01-08,BATCH001560,241
1561,156,5,412,0,187.88,2025-01-08,BATCH001561,241
1562,245,5,52,0,763.74,2025-01-08,BATCH001562,241
1563,254,5,409,0,3573.28,2025-01-08,BATCH001563,241
1564,248,5,292,0,4818.43,2025-01-08,BATCH001564,241
1565,240,5,486,74,1145.92,2025-01-15,BATCH001565,242
1566,52,5,151,0,4058.73,2025-01-15,BATCH001566,242
1567,327,5,396,0,2928.41,2025-01-15,BATCH001567,242
1568,267,5,251,0,4998.74,2025-01-15,BATCH001568,242
1569,255,5,342,17,3263.32,2025-01-15,BATCH001569,242
1570,28,5,171,0,4087.53,2025-01-15,BATCH001570,242
1571,226,5,267,267,1857.8,2025-01-15,BATCH001571,242
1572,112,5,334,0,4078.85,2025-01-15,BATCH001572,242
1573,108,5,212,0,581.17,2025-01-15,BATCH001573,242
1574,143,5,271,0,1814.47,2025-01-15,BATCH001574,242
1575,21,5,427,0,694.84,2025-01-25,BATCH001575,243
1576,206,5,184,0,3878.96,2025-01-25,BATCH001576,243
1577,457,5,197,0,1770.56,2025-01-25,BATCH001577,243
1578,293,5,273,0,4817.01,2025-01-25,BATCH001578,243
1579,368,5,77,0,969.39,2025-01-25,BATCH001579,243
1580,290,5,247,0,3091.09,2025-01-25,BATCH001580,243
1581,92,5,183,0,1096.1,2025-01-25,BATCH001581,243
1582,221,5,395,0,2717.26,2025-01-25,BATCH001582,243
1583,337,5,79,5,2195.61,2025-02-02,BATCH001583,244
1584,90,5,283,0,412.82,2025-02-02,BATCH001584,244
1585,429,5,300,0,1606.39,2025-02-02,BATCH001585,244
1586,258,5,140,0,1830.68,2025-02-14,BATCH001586,245
1587,113,5,397,0,4046.81,2025-02-14,BATCH001587,245
1588,322,5,132,0,4612.13,2025-02-14,BATCH001588,245
1589,211,5,230,0,414.38,2025-02-14,BATCH001589,245
1590,344,5,456,186,4551.36,2025-02-14,BATCH001590,245
1591,145,5,341,255,3004.79,2025-02-14,BATCH001591,245
1592,84,5,163,0,3904.99,2025-02-14,BATCH001592,245
1593,243,5,173,0,729.46,2025-02-14,BATCH001593,245
1594,143,5,219,0,3326.57,2025-02-14,BATCH001594,245
1595,149,5,467,61,1642.27,2025-02-14,BATCH001595,245
1596,148,5,205,0,2049.8,2025-02-28,BATCH001596,246
1597,86,5,273,0,1325.3,2025-02-28,BATCH001597,246
1598,450,5,124,124,4653.91,2025-02-28,BATCH001598,246
1599,8,5,49,0,3616.72,2025-03-08,BATCH001599,247
1600,313,5,356,0,4087.45,2025-03-08,BATCH001600,247
1601,496,5,138,0,2820.74,2025-03-08,BATCH001601,247
1602,89,5,286,13,4747.66,2025-03-08,BATCH001602,247
1603,288,5,126,15,1633.61,2025-03-08,BATCH001603,247
1604,309,5,160,0,2290.0,2025-03-18,BATCH001604,248
1605,459,5,298,0,586.59,2025-03-18,BATCH001605,248
1606,117,5,207,7,1052.62,2025-03-18,BATCH001606,248
1607,128,5,386,227,388.25,2025-03-27,BATCH001607,249
1608,343,5,205,131,4646.91,2025-03-27,BATCH001608,249
1609,70,5,181,0,2497.8,2025-03-27,BATCH001609,249
1610,465,5,133,0,1484.72,2025-03-27,BATCH001610,249
1611,329,5,125,0,1194.95,2025-03-27,BATCH001611,249
1612,404,5,233,0,915.79,2025-03-27,BATCH001612,249
1613,80,5,110,0,153.24,2025-04-07,BATCH001613,250
1614,477,5,125,22,3306.23,2025-04-07,BATCH001614,250
1615,312,5,409,164,3801.38,2025-04-07,BATCH001615,250
1616,444,5,123,53,2568.96,2025-04-07,BATCH001616,250
1617,340,5,280,0,1571.62,2025-04-15,BATCH001617,251
1618,62,5,341,0,4574.8,2025-04-15,BATCH001618,251
1619,7,5,461,194,990.25,2025-04-15,BATCH001619,251
1620,119,5,210,0,4591.06,2025-04-15,BATCH001620,251
1621,348,5,221,0,255.83,2025-04-15,BATCH001621,251
1622,445,5,89,0,1516.5,2025-04-15,BATCH001622,251
1623,388,5,372,0,1208.01,2025-04-15,BATCH001623,251
1624,44,5,92,0,1580.26,2025-04-25,BATCH001624,252
1625,394,5,214,0,3194.69,2025-04-25,BATCH001625,252
1626,106,5,195,96,187.55,2025-04-25,BATCH001626,252
1627,321,5,261,261,4265.09,2025-05-06,BATCH001627,253
1628,20,5,259,220,2356.46,2025-05-06,BATCH001628,253
1629,413,5,136,0,2160.68,2025-05-06,BATCH001629,253
1630,470,5,243,0,695.25,2025-05-06,BATCH001630,253
1631,168,5,254,59,4581.57,2025-05-06,BATCH001631,253
1632,345,5,200,200,3923.39,2025-05-06,BATCH001632,253
1633,24,5,388,152,4710.02,2025-05-17,BATCH001633,254
1634,316,5,439,0,1576.21,2025-05-17,BATCH001634,254
1635,374,5,378,22,494.58,2025-05-17,BATCH001635,254
1636,57,5,494,494,1431.31,2025-05-17,BATCH001636,254
1637,59,5,399,399,3827.56,2025-05-17,BATCH001637,254
1638,118,5,193,82,1217.5,2025-05-17,BATCH001638,254
1639,152,5,377,0,98.61,2025-05-17,BATCH001639,254
1640,250,5,239,163,2775.44,2025-05-17,BATCH001640,254
1641,498,5,85,8,4552.66,2025-05-17,BATCH001641,254
1642,263,5,421,0,1045.67,2025-05-24,BATCH001642,255
1643,70,5,124,0,2449.87,2025-05-24,BATCH001643,255
1644,333,5,193,0,2312.91,2025-05-24,BATCH001644,255
1645,361,5,141,24,545.22,2025-05-24,BATCH001645,255
1646,346,5,172,130,4731.23,2025-06-07,BATCH001646,256
1647,51,5,219,219,170.65,2025-06-07,BATCH001647,256
1648,295,5,357,0,2560.02,2025-06-07,BATCH001648,256
1649,285,5,291,0,185.97,2025-06-07,BATCH001649,256
1650,40,5,283,0,4779.01,2025-06-07,BATCH001650,256
1651,114,5,144,0,4266.28,2025-06-07,BATCH001651,256
1652,414,5,311,0,2113.5,2025-06-07,BATCH001652,256
1653,123,5,249,249,698.02,2025-06-14,BATCH001653,257
1654,456,5,384,162,1342.63,2025-06-14,BATCH001654,257
1655,168,5,354,354,3956.79,2025-06-14,BATCH001655,257
1656,137,5,311,0,4862.68,2025-06-14,BATCH001656,257
1657,341,5,275,0,4300.68,2025-06-14,BATCH001657,257
1658,455,5,314,293,4889.04,2025-06-14,BATCH001658,257
1659,209,5,211,211,1319.99,2025-06-25,BATCH001659,258
1660,44,5,302,253,110.08,2025-06-25,BATCH001660,258
1661,378,5,108,59,2278.16,2025-06-25,BATCH001661,258
1662,396,5,265,218,4488.52,2025-06-25,BATCH001662,258
1663,56,5,68,68,2510.17,2025-06-25,BATCH001663,258
1664,274,5,276,0,858.6,2025-06-25,BATCH001664,258
1665,190,5,78,0,3991.43,2025-06-25,BATCH001665,258
1666,96,5,315,315,4905.48,2025-07-08,BATCH001666,259
1667,89,5,129,0,2592.93,2025-07-08,BATCH001667,259
1668,343,5,137,83,1135.8,2025-07-08,BATCH001668,259
1669,128,5,135,0,2891.77,2025-07-08,BATCH001669,259
1670,176,5,207,0,535.48,2025-07-08,BATCH001670,259
1671,194,5,423,423,2555.11,2025-07-08,BATCH001671,259
1672,223,5,82,82,2729.75,2025-07-08,BATCH001672,259
1673,333,5,150,54,1275.94,2025-07-08,BATCH001673,259
1674,247,5,280,280,3444.35,2025-07-08,BATCH001674,259
1675,473,5,460,460,3008.39,2025-07-08,BATCH001675,259
1676,149,5,314,0,2532.13,2025-07-20,BATCH001676,260
1677,488,5,104,0,3660.97,2025-07-20,BATCH001677,260
1678,268,5,394,0,934.49,2025-07-20,BATCH001678,260
1679,57,5,268,89,1083.03,2025-07-20,BATCH001679,260
1680,144,5,354,0,4409.73,2025-07-20,BATCH001680,260
1681,46,5,360,0,1687.71,2025-07-20,BATCH001681,260
1682,332,5,304,0,2998.24,2025-07-20,BATCH001682,260
1683,479,5,88,0,2016.4,2025-07-20,BATCH001683,260
1684,377,5,220,0,3552.73,2025-07-20,BATCH001684,260
1685,326,5,214,214,3401.93,2025-08-01,BATCH001685,261
1686,485,5,133,0,1846.51,2025-08-01,BATCH001686,261
1687,220,5,379,134,2017.06,2025-08-01,BATCH001687,261
1688,459,5,319,319,4381.95,2025-08-01,BATCH001688,261
1689,307,5,304,66,2926.13,2025-08-01,BATCH001689,261
1690,134,5,334,278,916.73,2025-08-01,BATCH001690,261
1691,212,5,336,245,1686.11,2025-08-01,BATCH001691,261
1692,135,5,332,332,4063.6,2025-08-01,BATCH001692,261
1693,350,5,439,246,941.91,2025-08-13,BATCH001693,262
1694,388,5,187,149,2699.97,2025-08-13,BATCH001694,262
1695,23,5,75,0,3529.94,2025-08-13,BATCH001695,262
1696,471,5,223,223,4977.29,2025-08-13,BATCH001696,262
1697,60,5,323,54,3701.32,2025-08-13,BATCH001697,262
1698,418,5,320,320,2735.02,2025-08-13,BATCH001698,262
1699,6,5,175,175,1444.63,2025-08-13,BATCH001699,262
1700,422,5,375,0,1517.92,2025-08-13,BATCH001700,262
1701,490,5,326,66,1753.74,2025-08-24,BATCH001701,263
1702,408,5,282,0,2542.55,2025-08-24,BATCH001702,263
1703,321,5,426,0,1493.93,2025-08-24,BATCH001703,263
1704,144,5,163,121,902.7,2025-08-24,BATCH001704,263
1705,188,5,284,232,2674.21,2025-08-24,BATCH001705,263
1706,316,5,301,301,1798.8,2025-08-24,BATCH001706,263
1707,439,5,272,0,826.7,2025-08-24,BATCH001707,263
1708,57,5,274,0,2932.44,2025-09-06,BATCH001708,264
1709,110,5,356,356,3632.44,2025-09-06,BATCH001709,264
1710,78,5,384,0,353.81,2025-09-06,BATCH001710,264
1711,234,5,126,96,2708.48,2025-09-06,BATCH001711,264
1712,125,5,315,0,2514.98,2025-09-06,BATCH001712,264
1713,493,5,302,0,2448.82,2025-09-06,BATCH001713,264
1714,273,5,242,242,1055.43,2025-09-19,BATCH001714,265
1715,312,5,99,0,1762.37,2025-09-19,BATCH001715,265
1716,65,5,181,181,4557.7,2025-09-19,BATCH001716,265
1717,291,5,164,0,2575.23,2025-09-28,BATCH001717,266
1718,362,5,259,0,2529.03,2025-09-28,BATCH001718,266
1719,290,5,117,0,3912.34,2025-09-28,BATCH001719,266
1720,284,5,302,0,1347.69,2025-09-28,BATCH001720,266
1721,413,5,86,86,1128.36,2025-09-28,BATCH001721,266
1722,379,5,400,400,2989.58,2025-09-28,BATCH001722,266
1723,450,5,469,0,1560.23,2025-09-28,BATCH001723,266
1724,495,5,88,51,3359.77,2025-09-28,BATCH001724,266
1725,500,5,311,0,2141.92,2025-09-28,BATCH001725,266
1726,325,5,153,0,2499.27,2025-10-10,BATCH001726,267
1727,278,5,274,0,1497.91,2025-10-10,BATCH001727,267
1728,443,5,219,12,1504.94,2025-10-10,BATCH001728,267
1729,240,5,127,127,4522.77,2025-10-10,BATCH001729,267
1730,321,5,202,202,1059.81,2025-10-10,BATCH001730,267
1731,154,5,147,0,3858.9,2025-10-10,BATCH001731,267
1732,488,5,89,0,1815.83,2025-10-10,BATCH001732,267
1733,112,5,321,260,4647.71,2025-10-24,BATCH001733,268
1734,177,5,86,86,1431.56,2025-10-24,BATCH001734,268
1735,141,5,122,0,3039.7,2025-10-24,BATCH001735,268
1736,392,5,282,190,697.9,2025-11-03,BATCH001736,269
1737,60,5,164,0,2259.43,2025-11-03,BATCH001737,269
1738,25,5,91,68,1384.05,2025-11-03,BATCH001738,269
1739,403,5,317,317,1631.35,2025-11-03,BATCH001739,269
1740,5,5,242,242,1133.89,2025-11-03,BATCH001740,269
1741,48,5,262,31,2309.22,2025-11-03,BATCH001741,269
1742,36,5,275,32,280.99,2025-11-13,BATCH001742,270
1743,167,5,261,214,3548.07,2025-11-13,BATCH001743,270
1744,251,5,331,306,2618.91,2025-11-13,BATCH001744,270
1745,55,5,360,311,2662.38,2025-11-13,BATCH001745,270
1746,452,5,449,320,1084.85,2025-11-13,BATCH001746,270
1747,41,5,317,0,60.96,2025-11-13,BATCH001747,270
1748,127,5,41,1,1432.88,2025-11-13,BATCH001748,270
1749,143,5,110,110,2177.89,2025-11-20,BATCH001749,271
1750,15,5,204,32,566.79,2025-11-20,BATCH001750,271
1751,192,5,157,157,4771.29,2025-11-20,BATCH001751,271
1752,191,5,188,0,4397.79,2025-11-20,BATCH001752,271
1753,142,5,231,0,1344.2,2025-11-20,BATCH001753,271
1754,313,5,464,464,344.35,2025-12-02,BATCH001754,272
1755,398,5,245,0,4307.97,2025-12-02,BATCH001755,272
1756,448,5,47,46,1051.76,2025-12-02,BATCH001756,272
1757,440,5,475,471,4077.38,2025-12-02,BATCH001757,272
1758,259,5,223,203,3630.74,2025-12-02,BATCH001758,272
1759,76,5,392,392,3156.15,2025-12-02,BATCH001759,272
1760,233,5,324,0,2601.66,2025-12-02,BATCH001760,272
1761,71,5,229,0,2829.62,2025-12-02,BATCH001761,272
1762,51,5,323,261,1759.13,2025-12-02,BATCH001762,272
1763,470,5,271,79,3313.62,2025-12-11,BATCH001763,273
1764,419,5,142,24,3881.25,2025-12-11,BATCH001764,273
1765,16,5,290,0,4756.01,2025-12-11,BATCH001765,273
1766,377,5,273,0,3968.95,2025-12-11,BATCH001766,273
1767,16,5,216,0,3871.19,2025-12-11,BATCH001767,273
1768,30,5,287,287,2942.64,2025-12-11,BATCH001768,273
1769,117,5,290,11,2073.05,2025-12-11,BATCH001769,273
1770,8,5,133,84,447.26,2025-12-11,BATCH001770,273
1771,494,5,76,0,2491.03,2025-12-11,BATCH001771,273
1772,170,5,174,29,332.35,2025-12-11,BATCH001772,273
1773,57,5,180,180,1764.46,2025-12-20,BATCH001773,274
1774,215,5,261,129,1405.79,2025-12-20,BATCH001774,274
1775,493,5,219,0,221.41,2025-12-20,BATCH001775,274
1776,38,5,193,193,4538.54,2025-12-20,BATCH001776,274
1777,498,5,260,133,3372.88,2025-12-20,BATCH001777,274
1778,88,5,154,0,218.91,2025-12-20,BATCH001778,274
1779,470,5,277,277,4699.42,2025-12-20,BATCH001779,274
1780,221,5,284,0,1269.98,2025-12-27,BATCH001780,275
1781,256,5,191,0,712.46,2025-12-27,BATCH001781,275
1782,100,5,376,344,129.09,2025-12-27,BATCH001782,275
1783,435,5,411,411,3314.66,2025-12-27,BATCH001783,275
1784,369,5,407,0,4566.6,2026-01-08,BATCH001784,276
1785,254,5,447,0,4191.08,2026-01-08,BATCH001785,276
1786,286,5,38,0,1341.88,2026-01-08,BATCH001786,276
1787,462,5,219,0,2831.14,2026-01-08,BATCH001787,276
1788,368,5,126,126,548.55,2026-01-19,BATCH001788,277
1789,356,5,98,71,4192.22,2026-01-19,BATCH001789,277
1790,302,5,249,249,4237.03,2026-01-19,BATCH001790,277
1791,54,5,318,318,2116.02,2026-01-19,BATCH001791,277
1792,326,5,201,0,4129.2,2026-01-26,BATCH001792,278
1793,315,5,201,95,2138.91,2026-01-26,BATCH001793,278
1794,429,5,441,0,4970.06,2026-01-26,BATCH001794,278
1795,186,5,97,0,1048.52,2026-01-26,BATCH001795,278
1796,182,5,248,0,740.31,2026-01-26,BATCH001796,278
1797,253,5,249,152,2281.99,2026-01-26,BATCH001797,278
1798,37,5,397,386,1063.26,2026-01-26,BATCH001798,278
1799,135,5,319,319,3572.34,2026-01-26,BATCH001799,278
1800,86,5,341,294,1092.3,2026-01-26,BATCH001800,278
1801,118,5,176,6,3371.95,2026-02-06,BATCH001801,279
1802,316,5,294,278,560.42,2026-02-06,BATCH001802,279
1803,200,5,305,184,3776.11,2026-02-06,BATCH001803,279
1804,392,5,270,220,4301.86,2026-02-06,BATCH001804,279
1805,57,5,71,71,1683.33,2026-02-06,BATCH001805,279
1806,252,5,363,363,165.31,2026-02-06,BATCH001806,279
1807,92,5,292,0,4500.16,2026-02-06,BATCH001807,279
1808,328,5,313,291,4403.93,2026-02-16,BATCH001808,280
1809,200,5,107,0,4779.42,2026-02-16,BATCH001809,280
1810,175,5,192,0,3625.98,2026-02-16,BATCH001810,280
1811,81,5,148,0,1200.23,2026-02-16,BATCH001811,280
1812,315,5,228,213,437.23,2026-02-16,BATCH001812,280
1813,6,5,459,122,4693.49,2026-02-16,BATCH001813,280
1814,370,5,78,0,4664.42,2026-02-16,BATCH001814,280
1815,88,5,329,2,1267.83,2026-02-23,BATCH001815,281
1816,90,5,56,42,2759.13,2026-02-23,BATCH001816,281
1817,475,5,89,89,425.72,2026-02-23,BATCH001817,281
1818,235,5,361,361,3993.52,2026-02-23,BATCH001818,281
1819,165,5,201,0,4019.15,2026-03-06,BATCH001819,282
1820,100,5,138,138,1774.42,2026-03-06,BATCH001820,282
1821,261,5,208,0,2657.07,2026-03-06,BATCH001821,282
1822,479,5,155,155,3088.7,2026-03-06,BATCH001822,282
1823,44,5,256,0,1219.22,2026-03-15,BATCH001823,283
1824,367,5,165,165,2818.99,2026-03-15,BATCH001824,283
1825,389,5,177,177,2080.81,2026-03-15,BATCH001825,283
1826,388,5,410,410,171.71,2026-03-15,BATCH001826,283
1827,470,5,88,88,2408.83,2026-03-15,BATCH001827,283
1828,305,5,312,204,3640.33,2026-03-15,BATCH001828,283
1829,222,5,285,0,4182.13,2026-03-15,BATCH001829,283
1830,105,5,298,298,2002.87,2026-03-15,BATCH001830,283
1831,490,5,327,327,2764.38,2026-03-15,BATCH001831,283
1832,293,5,227,0,70.95,2026-03-15,BATCH001832,283
1833,356,5,198,198,2745.15,2026-03-29,BATCH001833,284
1834,105,5,201,0,3997.63,2026-03-29,BATCH001834,284
1835,336,5,415,415,854.07,2026-03-29,BATCH001835,284
1836,462,5,157,0,2737.94,2026-03-29,BATCH001836,284
1837,316,5,135,65,3638.04,2026-03-29,BATCH001837,284
1838,106,5,127,127,1051.27,2026-03-29,BATCH001838,284
1839,485,5,325,105,548.12,2026-03-29,BATCH001839,284
1840,172,5,116,0,2124.9,2026-04-05,BATCH001840,285
1841,280,5,199,199,3486.69,2026-04-05,BATCH001841,285
1842,204,5,72,72,4059.53,2026-04-05,BATCH001842,285
1843,277,5,265,265,4494.76,2026-04-18,BATCH001843,286
1844,210,5,158,158,3757.78,2026-04-18,BATCH001844,286
1845,330,5,79,79,4504.57,2026-04-18,BATCH001845,286
1846,12,5,239,239,1106.48,2026-04-18,BATCH001846,286
1847,420,5,215,0,73.2,2026-04-18,BATCH001847,286
1848,331,5,123,12,1129.6,2026-04-18,BATCH001848,286
1849,92,5,226,226,1055.49,2026-04-18,BATCH001849,286
1850,345,5,413,70,4671.03,2026-04-18,BATCH001850,286
1851,290,5,334,12,3055.75,2026-04-18,BATCH001851,286
1852,159,5,230,162,1483.74,2026-04-30,BATCH001852,287
1853,434,5,315,315,1490.79,2026-04-30,BATCH001853,287
1854,53,5,413,413,694.17,2026-04-30,BATCH001854,287
1855,296,5,233,0,4188.39,2026-05-13,BATCH001855,288
1856,60,5,356,356,996.7,2026-05-13,BATCH001856,288
1857,189,5,345,137,1028.47,2026-05-13,BATCH001857,288
1858,240,5,85,50,398.21,2026-05-13,BATCH001858,288
1859,69,5,367,367,3937.66,2026-05-13,BATCH001859,288
1860,441,5,282,199,3739.44,2026-05-13,BATCH001860,288
1861,465,5,339,26,364.22,2026-05-13,BATCH001861,288
1862,413,5,392,0,4139.63,2026-05-13,BATCH001862,288
1863,233,5,76,37,4103.3,2026-05-13,BATCH001863,288
1864,254,5,291,291,1932.94,2026-05-24,BATCH001864,289
1865,86,5,86,86,3510.09,2026-05-24,BATCH001865,289
1866,349,5,273,73,2258.24,2026-05-24,BATCH001866,289
1867,308,5,394,394,2382.98,2026-05-24,BATCH001867,289
1868,365,5,101,101,4165.42,2026-05-24,BATCH001868,289
1869,459,5,189,189,3716.39,2026-05-24,BATCH001869,289
1870,499,5,319,0,4739.56,2026-05-24,BATCH001870,289
1871,144,5,359,359,1136.64,2026-06-01,BATCH001871,290
1872,29,5,157,98,2381.05,2026-06-01,BATCH001872,290
1873,276,5,224,224,2943.45,2026-06-01,BATCH001873,290
1874,227,5,136,0,3551.91,2026-06-01,BATCH001874,290
1875,343,5,231,0,4548.37,2026-06-01,BATCH001875,290
1876,89,5,140,53,1940.5,2026-06-14,BATCH001876,291
1877,458,5,326,326,1939.88,2026-06-14,BATCH001877,291
1878,65,5,196,196,3280.42,2026-06-14,BATCH001878,291
1879,118,5,196,127,3696.3,2026-06-14,BATCH001879,291
1880,356,5,272,272,1056.41,2026-06-14,BATCH001880,291
1881,268,5,116,0,1325.38,2026-06-14,BATCH001881,291
1882,56,5,204,36,1014.68,2026-06-14,BATCH001882,291
1883,431,5,186,172,795.51,2026-06-14,BATCH001883,291
1884,234,5,310,0,1825.81,2026-06-14,BATCH001884,291
1885,398,5,320,0,2891.99,2026-06-21,BATCH001885,292
1886,102,5,77,37,4610.94,2026-06-21,BATCH001886,292
1887,103,5,235,0,3869.18,2026-06-21,BATCH001887,292
1888,117,5,335,176,2671.38,2026-06-21,BATCH001888,292
1889,476,5,338,338,4732.57,2026-06-21,BATCH001889,292
1890,135,5,147,146,4692.42,2026-06-21,BATCH001890,292
1891,177,5,86,57,3796.02,2026-07-02,BATCH001891,293
1892,46,5,278,0,2600.06,2026-07-02,BATCH001892,293
1893,214,5,32,21,1380.28,2026-07-02,BATCH001893,293
1894,323,5,374,0,4433.56,2026-07-02,BATCH001894,293
1895,228,5,494,494,1686.59,2026-07-02,BATCH001895,293
1896,238,5,207,207,1405.28,2026-07-02,BATCH001896,293
1897,359,5,352,0,4303.79,2026-07-13,BATCH001897,294
1898,458,5,110,110,817.85,2026-07-13,BATCH001898,294
1899,124,5,304,0,1949.47,2026-07-13,BATCH001899,294
1900,233,5,90,0,3581.95,2026-07-13,BATCH001900,294
1901,79,5,353,58,613.68,2026-07-13,BATCH001901,294
1902,80,5,132,51,2905.17,2026-07-13,BATCH001902,294
1903,346,5,318,53,4098.65,2026-07-13,BATCH001903,294
1904,126,5,181,181,1973.4,2026-07-13,BATCH001904,294
1905,159,5,170,0,88.91,2026-07-13,BATCH001905,294
1906,358,5,335,45,3795.98,2026-07-21,BATCH001906,295
1907,460,5,138,60,3901.6,2026-07-21,BATCH001907,295
1908,273,5,369,298,225.56,2026-07-21,BATCH001908,295
1909,367,5,271,0,1405.29,2026-07-21,BATCH001909,295
1910,204,5,305,149,3966.09,2026-07-30,BATCH001910,296
1911,7,5,392,0,2886.74,2026-07-30,BATCH001911,296
1912,51,5,271,271,2600.33,2026-07-30,BATCH001912,296
1913,5,5,89,0,2645.48,2026-07-30,BATCH001913,296
1914,39,5,400,0,1757.28,2026-07-30,BATCH001914,296
1915,150,5,359,0,214.89,2026-07-30,BATCH001915,296
1916,78,5,133,0,2523.52,2026-07-30,BATCH001916,296
1917,424,5,237,128,3124.02,2026-07-30,BATCH001917,296
1918,20,5,313,249,1502.61,2026-08-06,BATCH001918,297
1919,57,5,206,0,2579.07,2026-08-06,BATCH001919,297
1920,178,5,184,72,3391.97,2026-08-06,BATCH001920,297
1921,125,5,231,151,2235.58,2026-08-06,BATCH001921,297
1922,144,5,290,290,4590.66,2026-08-06,BATCH001922,297
1923,218,5,206,206,4562.94,2026-08-06,BATCH001923,297
1924,70,5,238,238,4102.89,2026-08-06,BATCH001924,297
1925,197,5,162,0,871.81,2026-08-06,BATCH001925,297
1926,461,5,336,336,2240.74,2026-08-06,BATCH001926,297
1927,350,5,296,190,3159.43,2026-08-06,BATCH001927,297
