po_id,supplier_id,order_date,total_cost
827,14,2026-05-15,2593669.48
828,14,2026-05-25,1042382.51
829,14,2026-06-04,1330981.68
830,14,2026-06-17,2265541.02
831,14,2026-06-26,1047941.82
832,14,2026-07-07,1350764.94
833,14,2026-07-14,3085143.46
834,14,2026-07-22,2188535.7
835,14,2026-07-30,1407468.19
836,14,2026-08-13,2686761.33
837,14,2026-08-21,1955911.5
838,14,2026-09-04,4458134.47
839,14,2026-09-16,2198238.04
840,14,2026-09-29,2561626.17
841,15,2025-01-13,3064033.12
842,15,2025-01-25,1334288.83
843,15,2025-02-06,2522009.32
844,15,2025-02-14,4561029.69
845,15,2025-02-22,2333562.72
846,15,2025-03-01,1515200.82
847,15,2025-03-15,2075110.74
848,15,2025-03-23,1895931.02
849,15,2025-04-03,3798097.88
850,15,2025-04-14,1340110.36
851,15,2025-04-21,1526681.12
852,15,2025-04-29,3231091.16
853,15,2025-05-09,5540803.95
854,15,2025-05-17,1985361.08
855,15,2025-05-27,1266855.65
856,15,2025-06-04,4835896.44
857,15,2025-06-14,4335050.71
858,15,2025-06-23,2977077.21
859,15,2025-07-01,3068710.38
860,15,2025-07-12,1399368.69
861,15,2025-07-20,2470394.35
862,15,2025-08-01,3857850.62
863,15,2025-08-15,4729771.13
864,15,2025-08-28,2783460.25
865,15,2025-09-11,2535001.37
866,15,2025-09-21,2802580.88
867,15,2025-10-05,1943795.99
868,15,2025-10-16,1992803.32
869,15,2025-10-27,2541075.32
870,15,2025-11-03,1705905.0
871,15,2025-11-16,4731750.32
872,15,2025-11-24,1215412.92
873,15,2025-12-01,2642040.13
874,15,2025-12-13,1562441.13
875,15,2025-12-20,2150272.55
876,15,2026-01-02,854561.68
877,15,2026-01-11,3077001.49
878,15,2026-01-18,1337559.87
879,15,2026-02-01,1682734.7
880,15,2026-02-11,765634.58
881,15,2026-02-23,4679091.78
882,15,2026-03-08,1529998.83
883,15,2026-03-22,2637977.65
884,15,2026-03-29,2372788.62
885,15,2026-04-06,603862.68
886,15,2026-04-14,3372984.35
887,15,2026-04-24,1683300.93
888,15,2026-05-03,1045045.12
889,15,2026-05-16,1516157.56
890,15,2026-05-30,2589984.35
891,15,2026-06-07,3791537.6
892,15,2026-06-19,4896784.06
893,15,2026-07-03,133613.85
894,15,2026-07-11,1349813.67
895,15,2026-07-20,2900961.55
896,15,2026-08-02,4849369.77
897,15,2026-08-12,1036255.39
898,15,2026-08-23,3944103.17
899,15,2026-09-05,3263396.54
900,15,2026-09-17,3887902.92
